"LAKE_ID","WATER","html","X_Coordinate","Y_Coordinate"
"0302DUR0148A","Durand Lake","report_Durand Lake(0302DUR0148A).html",-77.557602,43.233299
"0302EAS0093","East Bay","report_East Bay(0302EAS0093).html",-76.891899,43.2901
"0302EAS0148E","Eastman Lake","report_Eastman Lake(0302EAS0148E).html",-77.563103,43.2332
"0302HUN0143","Hundred Acre Pond","report_Hundred Acre Pond(0302HUN0143).html",-77.564499,43.029098
"0302IRO0113","Irondequoit Bay","report_Irondequoit Bay(0302IRO0113).html",-77.53515,43.217737
"0302JUN0068","Juniper Pond","report_Juniper Pond(0302JUN0068).html",-76.670402,43.363602
"0302LAC0132","Lake Lacoma","report_Lake Lacoma(0302LAC0132).html",-77.479401,43.0509
"0302LSO0076","Little Sodus Bay","report_Little Sodus Bay(0302LSO0076).html",-76.709198,43.330502
"0302POR0089","Port Bay","report_Port Bay(0302POR0089).html",-76.8321,43.2976
"0302SOD0096","Sodus Bay","report_Sodus Bay(0302SOD0096).html",-76.992782,43.262336
"0302THE0069","The Pond","report_The Pond(0302THE0069).html",-76.698318,43.342718
"0303FLO1030C","Floodwood Pond","report_Floodwood Pond(0303FLO1030C).html",-76.19781,43.72291
"0303GOO1037B","Goose Pond","report_Goose Pond(0303GOO1037B).html",-76.20152,43.71801
"0303HYD0391","Hyde Lake","report_Hyde Lake(0303HYD0391).html",-75.833198,44.243599
"0303LAK1031","Lakeview Pond","report_Lakeview Pond(0303LAK1031).html",-76.206596,43.748901
"0303LIG0018A","Lighthouse Hill Reservoir","report_Lighthouse Hill Reservoir(0303LIG0018A).html",-75.967739,43.524643
"0303LON0049","Long Pond","report_Long Pond(0303LON0049).html",-75.960497,43.434041
"0303LOR0009","Lorton Lake","report_Lorton Lake(0303LOR0009).html",-75.89079,43.503741
"0303MOS0031A","Mosher Pond","report_Mosher Pond(0303MOS0031A).html",-76.009,43.4679
"0303NCO1039B","North Colwell Pond","report_North Colwell Pond(0303NCO1039B).html",-76.198119,43.707347
"0303NOR1041","North Sandy Pond","report_North Sandy Pond(0303NOR1041).html",-76.18514,43.64303
"0303SAL0019A","Salmon River Reservoir","report_Salmon River Reservoir(0303SAL0019A).html",-75.54662,43.54662
"0303SCO1039A","South Colwell Pond","report_South Colwell Pond(0303SCO1039A).html",-76.194726,43.701023
"0303SIX1030","Sixtown Pond","report_Sixtown Pond(0303SIX1030).html",-76.1269,43.828999
"0303SOU0001","South Sandy Pond","report_South Sandy Pond(0303SOU0001).html",-76.1912,43.622601
"0303UWB5011","Lower Pool Perch Lake","report_Lower Pool Perch Lake(0303UWB5011).html",-76.004088,44.075064
"0303WHI0048A","Whitney Pond","report_Whitney Pond(0303WHI0048A).html",-75.993021,43.427681
"0402BLU0011","Blue Pond","report_Blue Pond(0402BLU0011).html",-77.8215,43.02818
"0402CAN0043","Canadice Lake","report_Canadice Lake(0402CAN0043).html",-77.568802,42.718399
"0402CHUXXX1","Churville Reservoir","report_Churville Reservoir(0402CHUXXX1).html",-77.88271,43.10602
"0402CON0067","Conesus Lake","report_Conesus Lake(0402CON0067).html",-77.719197,42.754196
"0402DEW5227","Dewitt Park Pond","report_Dewitt Park Pond(0402DEW5227).html",-78.16031,42.99138
"0402GOD0017","Godfrey Pond","report_Godfrey Pond(0402GOD0017).html",-78.11157256,43.02852742
"0402HEM0044","Hemlock Lake","report_Hemlock Lake(0402HEM0044).html",-77.61471,42.772989
"0402HON0057","Honeoye Lake","report_Honeoye Lake(0402HON0057).html",-77.519953,42.741793
"0402HOR0018","Horseshoe Lake","report_Horseshoe Lake(0402HOR0018).html",-78.12039,43.00556
"0402LE 0024A","Le Roy Reservoir","report_Le Roy Reservoir(0402LE 0024A).html",-77.97483,42.8941
"0402MIL0016","Mill Pond","report_Mill Pond(0402MIL0016).html",-78.056999,43.083599
"0402UWB5160","Avon Marsh Dam Pond","report_Avon Marsh Dam Pond(0402UWB5160).html",-77.669547,42.901793
"0403AMI0159A","Amity Lake","report_Amity Lake(0403AMI0159A).html",-77.9869,42.219043
"0403AND0164","Andover Pond","report_Andover Pond(0403AND0164).html",-77.793602,42.1656
"0403FOS0161B","Foster Lake","report_Foster Lake(0403FOS0161B).html",-77.82399,42.23454
"0403GLEXXX1","Glen Iris Pond","report_Glen Iris Pond(0403GLEXXX1).html",-78.04247,42.58473
"0403HAN0150A","Hanging Bog","report_Hanging Bog(0403HAN0150A).html",-78.24931,42.30523
"0403MOS0144","Moss Lake","report_Moss Lake(0403MOS0144).html",-78.185997,42.398701
"0403ROC0155","Rockville Lake","report_Rockville Lake(0403ROC0155).html",-78.14973361,42.30817548
"0403RUS0146","Rushford Lake","report_Rushford Lake(0403RUS0146).html",-78.192703,42.3806
"0403SIL0115","Silver Lake","report_Silver Lake(0403SIL0115).html",-78.049362,42.683503
"0403SPR0142","Spring Lake","report_Spring Lake(0403SPR0142).html",-78.17693,42.49645
"0403UWB0124A","Trout Pond","report_Trout Pond(0403UWB0124A).html",-78.040703,42.591801
"0403UWB5243","Unnamed Water","report_Unnamed Water(0403UWB5243).html",-77.982597,42.6045
"0403UWB5279","Unnamed Water","report_Unnamed Water(0403UWB5279).html",-78.047996,42.5951
"0404LOO0079","Loon Lake","report_Loon Lake(0404LOO0079).html",-77.566902,42.492599
"0404NUN0084A","Nunda Reservoir","report_Nunda Reservoir(0404NUN0084A).html",-77.91652,42.54061
"0501ELD0014","Eldridge Lake","report_Eldridge Lake(0501ELD0014).html",-76.8173,42.11377
"0501ELM0019","Elmira Reservoir","report_Elmira Reservoir(0501ELM0019).html",-76.84749,42.10868
"0501HOFXXX1","Newtown Hoffman Site 18 Dam","report_Newtown Hoffman Site 18 Dam(0501HOFXXX1).html",-76.859074,42.114677
"0501LOW0021","Lowe Pond","report_Lowe Pond(0501LOW0021).html",-76.911797,42.146
"0501MIL0016","Miller Pond","report_Miller Pond(0501MIL0016).html",-76.792198,42.0714
"0501UWB5006","Park Station Pond","report_Park Station Pond(0501UWB5006).html",-76.67008,42.22466
"0501UWB5107","Amelia Pond","report_Amelia Pond(0501UWB5107).html",-77.0802,42.115299
"0501UWB5668","Sullivanville Pond","report_Sullivanville Pond(0501UWB5668).html",-76.780403,42.1949
"0501WAV0009","Waverly Reservoir","report_Waverly Reservoir(0501WAV0009).html",-76.55552,42.01274
"0501WAV0010","Waverly Reservoir","report_Waverly Reservoir(0501WAV0010).html",-76.554,42.01609
"0501WEY0012","Weyer Pond","report_Weyer Pond(0501WEY0012).html",-76.802803,42.106899
"0502BIR5140","Birdseye Hollow Lake","report_Birdseye Hollow Lake(0502BIR5140).html",-77.152397,42.377998
"0502CIN0038","Cinnamon Lake","report_Cinnamon Lake(0502CIN0038).html",-77.01081,42.27667
"0502DEM0068","Lake Demons","report_Lake Demons(0502DEM0068).html",-77.477898,42.347698
"0502LAM0047","Lamoka Lake","report_Lamoka Lake(0502LAM0047).html",-77.08,42.41306
"0502LOU0071","Loucks Pond","report_Loucks Pond(0502LOU0071).html",-77.44453,42.39316
"0502MUD0063","Mud Lake","report_Mud Lake(0502MUD0063).html",-77.279198,42.491402
"0502PET0042","Peterson Lake","report_Peterson Lake(0502PET0042).html",-77.18624,42.31584
"0502ROU0046","Round Lake","report_Round Lake(0502ROU0046).html",-77.17979,42.32251
"0502SAL0051","Lake Salubria","report_Lake Salubria(0502SAL0051).html",-77.2929,42.3293
"0502SAN0043","Sanford Lake","report_Sanford Lake(0502SAN0043).html",-77.17756,42.33047
"0502SMI0066","Smith Pond","report_Smith Pond(0502SMI0066).html",-77.477258,42.38705
"0502THU0040","Thurston Pond","report_Thurston Pond(0502THU0040).html",-77.26481,42.221483
"0502TOBXXX1","Tobehanna Lake","report_Tobehanna Lake(0502TOBXXX1).html",-77.052988,42.405809
"0502UWB5192","Mossy Bank Park Pond","report_Mossy Bank Park Pond(0502UWB5192).html",-77.326162,42.318057
"0502VAN0045","Van Keuren Lake","report_Van Keuren Lake(0502VAN0045).html",-77.17705,42.32525
"0502WAN0048","Waneta Lake","report_Waneta Lake(0502WAN0048).html",-77.101799,42.4445
"0503AGT5287","Ag-Tech Lake","report_Ag-Tech Lake(0503AGT5287).html",-77.81937,42.26727
"0503ALM0029C","Almond Reservoir","report_Almond Reservoir(0503ALM0029C).html",-77.70724,42.34816
"0503ERW0023B","Erwin Pond","report_Erwin Pond(0503ERW0023B).html",-77.171204,42.1577
"0503GOO0027","Goodhue Lake","report_Goodhue Lake(0503GOO0027).html",-77.276695,42.181485
"0503HOR0034","Hornell Rs No 1","report_Hornell Rs No 1(0503HOR0034).html",-77.63422,42.38484
"0503HOR0035","Hornell Rs No 3","report_Hornell Rs No 3(0503HOR0035).html",-77.62678,42.39122
"0503HOR0036","Hornell Rs No 2","report_Hornell Rs No 2(0503HOR0036).html",-77.62247,42.39816
"0503PRIXXX1","Unnamed Pond Cameron Mills","report_Unnamed Pond Cameron Mills(0503PRIXXX1).html",-77.358066,42.19094
"0503TANXXX1","Tanglewood Lake","report_Tanglewood Lake(0503TANXXX1).html",-77.251116,42.193635
"0503UWB5183","McCarthy Hill Forest Pond","report_McCarthy Hill Forest Pond(0503UWB5183).html",-77.209099,42.087502
"0601AFT0180","Afton Lake","report_Afton Lake(0601AFT0180).html",-75.510703,42.239181
"0601ALL0194","Allens Pond","report_Allens Pond(0601ALL0194).html",-75.305801,42.564098
"0601ARN0362","Arnold Lake","report_Arnold Lake(0601ARN0362).html",-75.0047,42.611401
"0601BEA0174","Beaver Lake","report_Beaver Lake(0601BEA0174).html",-75.665703,42.045502
"0601BEA0359","Bear Swamp Pond","report_Bear Swamp Pond(0601BEA0359).html",-74.678707,42.688871
"0601CAN0392","Canadarago Lake","report_Canadarago Lake(0601CAN0392).html",-75.00876,42.81866
"0601CED0241","Cedar Lake","report_Cedar Lake(0601CED0241).html",-75.185997,42.953701
"0601CHE0213","Chenango Lake","report_Chenango Lake(0601CHE0213).html",-75.4412,42.5826
"0601CHI5787","Chittning Lake","report_Chittning Lake(0601CHI5787).html",-75.314944,42.911503
"0601CRU0366","Crumhorn Lake","report_Crumhorn Lake(0601CRU0366).html",-74.921608,42.557474
"0601ESI0262","East Sidney Lake","report_East Sidney Lake(0601ESI0262).html",-75.22639,42.32997
"0601FLY0335","Fly Pond","report_Fly Pond(0601FLY0335).html",-74.610171,42.588193
"0601GIL0287","Gilbert Lake","report_Gilbert Lake(0601GIL0287).html",-75.130886,42.583767
"0601GOE0378","Goey Pond","report_Goey Pond(0601GOE0378).html",-74.97406,42.62579
"0601GOO0360","Goodyear Lake","report_Goodyear Lake(0601GOO0360).html",-74.982333,42.50716
"0601GUI0188","Guilford Lake","report_Guilford Lake(0601GUI0188).html",-75.499631,42.41279
"0601HUN0215","Hunts Pond","report_Hunts Pond(0601HUN0215).html",-75.373181,42.592098
"0601NAT5467","Nathaniel Cole Park Pond","report_Nathaniel Cole Park Pond(0601NAT5467).html",-75.70662,42.142867
"0601SEX0311","Sexsmith Lake","report_Sexsmith Lake(0601SEX0311).html",-74.82928,42.4625
"0601SIL0216","Silver Lake","report_Silver Lake(0601SIL0216).html",-75.330448,42.599984
"0601SUM0411","Summit Lake","report_Summit Lake(0601SUM0411).html",-74.85496,42.855644
"0601TIT0320","Titus Lake","report_Titus Lake(0601TIT0320).html",-74.7127991,42.5017014
"0601UWB0229","Millbrook Reservoir","report_Millbrook Reservoir(0601UWB0229).html",-75.36309,42.62419
"0601WEA0409","Weaver Lake","report_Weaver Lake(0601WEA0409).html",-74.930706,42.85341
"0601WHI5191","White Birch Lake","report_White Birch Lake(0601WHI5191).html",-75.636803,42.040402
"0601WIL0297","Wilber Lake","report_Wilber Lake(0601WIL0297).html",-75.054091,42.51165
"0601YOU0408","Youngs Lake","report_Youngs Lake(0601YOU0408).html",-74.920908,42.844144
"0602BAL5648","Balsam Pond","report_Balsam Pond(0602BAL5648).html",-75.763,42.551899
"0602BOW5660","Bowman Lake","report_Bowman Lake(0602BOW5660).html",-75.68893,42.51632
"0602BRA0154","Bradley Brook Reservoir","report_Bradley Brook Reservoir(0602BRA0154).html",-75.662201,42.834
"0602CAS5626","Casterline Pond","report_Casterline Pond(0602CAS5626).html",-76.173798,42.650799
"0602CHE0032","Chenango Lake","report_Chenango Lake(0602CHE0032).html",-75.836375,42.2058
"0602CRO0073","Crooked Lake","report_Crooked Lake(0602CRO0073).html",-76.152811,42.786891
"0602DEA0036","Dean Pond","report_Dean Pond(0602DEA0036).html",-76.003413,42.449244
"0602EAR0146","Craine Lake","report_Craine Lake(0602EAR0146).html",-75.5578,42.760601
"0602EAT0163","Eaton Brook Reservoir","report_Eaton Brook Reservoir(0602EAT0163).html",-75.698998,42.8591
"0602ECH0081","Echo Lake","report_Echo Lake(0602ECH0081).html",-75.8507,42.386299
"0602GEN0088","Geneganslet Lake","report_Geneganslet Lake(0602GEN0088).html",-75.774803,42.5173
"0602GER0097","Gerry Lake","report_Gerry Lake(0602GER0097).html",-75.5494,42.445801
"0602GLO0040","Glover Pond","report_Glover Pond(0602GLO0040).html",-75.959258,42.49288
"0602GOO0067B","Goodale Lake","report_Goodale Lake(0602GOO0067B).html",-76.14453,42.70819
"0602GOR0136","Gorton Lake","report_Gorton Lake(0602GOR0136).html",-75.3517,42.8596
"0602HAT0155","Hatch Lake","report_Hatch Lake(0602HAT0155).html",-75.677803,42.834598
"0602LAB0051","Labrador Pond","report_Labrador Pond(0602LAB0051).html",-76.05241,42.78836
"0602LEB0153","Lebanon Reservoir","report_Lebanon Reservoir(0602LEB0153).html",-75.606903,42.802898
"0602LLE1052","Lower Leland Pond","report_Lower Leland Pond(0602LLE1052).html",-75.573303,42.8727
"0602LLY5637","Lower Little York Lake","report_Lower Little York Lake(0602LLY5637).html",-76.16373,42.69128
"0602LON0083","Long Pond","report_Long Pond(0602LON0083).html",-75.84813,42.42023
"0602LUD0099","Lake Ludlow","report_Lake Ludlow(0602LUD0099).html",-75.70856,42.46485
"0602MEL0039","Melody Lake","report_Melody Lake(0602MEL0039).html",-75.87667,42.46913
"0602MOR0152","Lake Moraine","report_Lake Moraine(0602MOR0152).html",-75.524998,42.84715
"0602PET0078","Lake Petonia","report_Lake Petonia(0602PET0078).html",-75.79894,42.35234
"0602PLY0107","Plymouth Reservoir","report_Plymouth Reservoir(0602PLY0107).html",-75.65363,42.589411
"0602ROU0082","Round Pond","report_Round Pond(0602ROU0082).html",-75.8392,42.3996
"0602SHA5677","Shackham Pond","report_Shackham Pond(0602SHA5677).html",-76.008099,42.7914
"0602SON0072","Song Lake","report_Song Lake(0602SON0072).html",-76.150615,42.773444
"0602SPR0050A","Spruce Pond","report_Spruce Pond(0602SPR0050A).html",-76.026859,42.799157
"0602TUL0068","Tully Lake","report_Tully Lake(0602TUL0068).html",-76.1352,42.776401
"0602ULE1053","Upper Leland Pond","report_Upper Leland Pond(0602ULE1053).html",-75.577499,42.879501
"0602ULI0067","Upper Little York Lake","report_Upper Little York Lake(0602ULI0067).html",-76.160796,42.698875
"0602UWB0108","Norwich Reservoir W","report_Norwich Reservoir W(0602UWB0108).html",-75.492725,42.547137
"0602WAR0094","Warn Lake","report_Warn Lake(0602WAR0094).html",-75.648852,42.374881
"0602WHA5659","Whaley Pond","report_Whaley Pond(0602WHA5659).html",-75.69995,42.526
"0602WHI5358","Whitney Point Reservoir","report_Whitney Point Reservoir(0602WHI5358).html",-75.977203,42.3661
"0602WOO0148","Woodman Pond","report_Woodman Pond(0602WOO0148).html",-75.56818,42.85508
"0603CAY0008","Cayuta Lake","report_Cayuta Lake(0603CAY0008).html",-76.735298,42.367001
"0603GREXXX1","Greenwood Park Lake","report_Greenwood Park Lake(0603GREXXX1).html",-76.09071,42.28514
"0701CRO0007","Crooks Pond","report_Crooks Pond(0701CRO0007).html",-76.378961,43.41881
"0701CRO0185","Cross Lake","report_Cross Lake(0701CRO0185).html",-76.48589,43.13731
"0701GRE5021","Greene Pond","report_Greene Pond(0701GRE5021).html",-76.335098,43.204102
"0701MUD0008","Mud Pond","report_Mud Pond(0701MUD0008).html",-76.362018,43.441527
"0701MUD0013","Mud Lake","report_Mud Lake(0701MUD0013).html",-76.4095,43.181198
"0701NEA0009","Lake Neatahwanta","report_Lake Neatahwanta(0701NEA0009).html",-76.437202,43.308102
"0701OSWXXX1","Oswego River","report_Oswego River(0701OSWXXX1).html",-76.471383,43.397788
"0701OTT0198","Otter Lake","report_Otter Lake(0701OTT0198).html",-76.53107,43.13643
"0701PAR0197","Parker Pond","report_Parker Pond(0701PAR0197).html",-76.55776,43.16305
"0701UWB5036","Potter Road Pond","report_Potter Road Pond(0701UWB5036).html",-76.31457,43.19557
"0701UWB5470","Gillie Lake","report_Gillie Lake(0701UWB5470).html",-76.3545,43.064499
"0702HIA0156","Hiawatha Lake","report_Hiawatha Lake(0702HIA0156).html",-76.168701,43.025799
"0702ONO0154","Onondaga Lake","report_Onondaga Lake(0702ONO0154).html",-76.210403,43.0891
"0702OTI0175","Otisco Lake","report_Otisco Lake(0702OTI0175).html",-76.3131,42.901
"0703BLA0111","Black Pond","report_Black Pond(0703BLA0111).html",-75.942299,43.487701
"0703BUL0076","Bullhead Lake","report_Bullhead Lake(0703BUL0076).html",-75.537598,43.395801
"0703CAR0095","Carterville Pond","report_Carterville Pond(0703CAR0095).html",-75.902,43.344601
"0703CAZ0153","Cazenovia Lake","report_Cazenovia Lake(0703CAZ0153).html",-75.890082,42.97424
"0703CHA0038A","Chase Pond","report_Chase Pond(0703CHA0038A).html",-75.988187,43.353799
"0703DER0139A","De Ruyter Reservoir","report_De Ruyter Reservoir(0703DER0139A).html",-75.88991,42.81281
"0703DUT0034A","Dutcher Pond","report_Dutcher Pond(0703DUT0034A).html",-75.960892,43.292985
"0703FRA0035","Francis Pond","report_Francis Pond(0703FRA0035).html",-75.93698,43.28849
"0703GRE0112C","Green Pond","report_Green Pond(0703GRE0112C).html",-75.93548,43.48019
"0703GRE0147","Green Lake","report_Green Lake(0703GRE0147).html",-75.96638,43.05044
"0703JAM0144","Jamesville reservoir","report_Jamesville reservoir(0703JAM0144).html",-76.069099,42.973999
"0703KAS0109","Kasoag Lake","report_Kasoag Lake(0703KAS0109).html",-75.924896,43.473301
"0703KIB0042","Kibby Lake","report_Kibby Lake(0703KIB0042).html",-75.966499,43.269501
"0703NOR0040","North Pond","report_North Pond(0703NOR0040).html",-75.99938,43.36643
"0703ONE0026","Oneida Lake","report_Oneida Lake(0703ONE0026).html",-76.105533,43.22543
"0703ONE0073","Oneida City Reservoir","report_Oneida City Reservoir(0703ONE0073).html",-75.616726,43.364504
"0703ONEXXX1","Oneida River","report_Oneida River(0703ONEXXX1).html",-76.266313,43.210484
"0703PAN0094","Panther Lake","report_Panther Lake(0703PAN0094).html",-75.908699,43.329201
"0703PEN0016","Pennellville Pond","report_Pennellville Pond(0703PEN0016).html",-76.2677,43.2854
"0703PLE0019","Pleasant Lake","report_Pleasant Lake(0703PLE0019).html",-76.222702,43.235401
"0703ROU0148","Round Lake","report_Round Lake(0703ROU0148).html",-75.975304,43.047798
"0703SUN0120","Sunset Lake","report_Sunset Lake(0703SUN0120).html",-75.606598,43.057301
"0703TEM0017","Lake Temalo","report_Lake Temalo(0703TEM0017).html",-76.25961,43.28438
"0703TUS0153A","Tuscarora Lake","report_Tuscarora Lake(0703TUS0153A).html",-75.758598,42.866501
"0703UWB0081","Page Pond","report_Page Pond(0703UWB0081).html",-75.5656,43.65777
"0703UWB0122","Mount Hope Park Pond","report_Mount Hope Park Pond(0703UWB0122).html",-75.64374,43.059937
"0703UWB5181","Carterville Pond","report_Carterville Pond(0703UWB5181).html",-75.894501,43.337799
"0703VAN0044","Vandercamp Lake","report_Vandercamp Lake(0703VAN0044).html",-75.90727,43.257907
"0704CAN0286","Canandaigua Lake","report_Canandaigua Lake(0704CAN0286).html",-77.364405,42.686303
"0704FAI0263A","Fairport Reservoir","report_Fairport Reservoir(0704FAI0263A).html",-77.4367,42.93781
"0704JUN0238","Junius Ponds","report_Junius Ponds(0704JUN0238).html",-76.9441,42.961521
"0704JUN0240","Junius Ponds","report_Junius Ponds(0704JUN0240).html",-76.94933,42.95747
"0704JUN0243","Junius Ponds","report_Junius Ponds(0704JUN0243).html",-76.949997,42.951099
"0704NEW0273","Newark Reservoir","report_Newark Reservoir(0704NEW0273).html",-77.0933,42.9347
"0704SUCXXX1","Sucker Brook","report_Sucker Brook(0704SUCXXX1).html",-77.276525,42.875013
"0705BEE0308","Beebe Lake","report_Beebe Lake(0705BEE0308).html",-76.478647,42.451979
"0705BUTXXX1","Buttermilk Falls Swimming Area","report_Buttermilk Falls Swimming Area(0705BUTXXX1).html",-76.52109,42.41638
"0705CANXXX1","Cayuga-Seneca Canal","report_Cayuga-Seneca Canal(0705CANXXX1).html",-76.799193,42.909555
"0705CAY0296","Cayuga Lake","report_Cayuga Lake(0705CAY0296).html",-76.767395,42.741426
"0705COM0333","Lake Como","report_Lake Como(0705COM0333).html",-76.303924,42.676143
"0705DRY0318","Dryden Lake","report_Dryden Lake(0705DRY0318).html",-76.27416,42.46265
"0705DUC0222","Duck Lake","report_Duck Lake(0705DUC0222).html",-76.689796,43.1469
"0705GLEXXX1","Glen Creek Lake","report_Glen Creek Lake(0705GLEXXX1).html",-76.93012,42.36227
"0705ITH0340B","Ithaca Reservoir","report_Ithaca Reservoir(0705ITH0340B).html",-76.46104,42.41707
"0705JEN0349","Jennings Pond","report_Jennings Pond(0705JEN0349).html",-76.487602,42.344799
"0705KEU0388","Keuka Lake","report_Keuka Lake(0705KEU0388).html",-77.15495,42.488717
"0705PUN0378A","Punch Bowl Lake","report_Punch Bowl Lake(0705PUN0378A).html",-76.900002,42.369999
"0705SEN0369","Seneca Lake","report_Seneca Lake(0705SEN0369).html",-76.98102,42.8574
"0705TAUXXX1","Taughnnock Creek","report_Taughnnock Creek(0705TAUXXX1).html",-76.617159,42.533191
"0705TRE0347A","Lake Treman","report_Lake Treman(0705TRE0347A).html",-76.5122,42.40055
"0705UWB0340A","Six Mile Creek Reservior","report_Six Mile Creek Reservior(0705UWB0340A).html",-76.473099,42.423599
"0705UWB0378B","Unnamed Water","report_Unnamed Water(0705UWB0378B).html",-76.93012,42.36227
"0705UWB5898","The Lindsay-Parsons Biodiversity Preserve Lakes(s)","report_The Lindsay-Parsons Biodiversity Preserve Lakes(s)(0705UWB5898).html",-76.5167,42.31156
"0705VAN0366A","Van Cleef Lake","report_Van Cleef Lake(0705VAN0366A).html",-76.79202,42.91307
"0706OWA0212","Owasco Lake","report_Owasco Lake(0706OWA0212).html",-76.544599,42.900391
"0706SUCXXX1","Sucker Brook","report_Sucker Brook(0706SUCXXX1).html",-76.528124,42.900811
"0707SKA0193","Skaneateles Lake","report_Skaneateles Lake(0707SKA0193).html",-76.429922,42.946146
"0801BEL0423","Belfort Pond","report_Belfort Pond(0801BEL0423).html",-75.33127,43.92699
"0801BRA0689","Brantingham Lake","report_Brantingham Lake(0801BRA0689).html",-75.278397,43.693699
"0801BUG0789","Bug Lake","report_Bug Lake(0801BUG0789).html",-74.72998,43.76924
"0801CHA0597","Chase Lake","report_Chase Lake(0801CHA0597).html",-75.302902,43.757599
"0801CHI0776","Big Chief Pond","report_Big Chief Pond(0801CHI0776).html",-74.82912,43.83043
"0801COP0710","Copper Lake","report_Copper Lake(0801COP0710).html",-75.142166,43.666079
"0801CRY0595","Crystal Lake","report_Crystal Lake(0801CRY0595).html",-75.27648,43.84009
"0801EFF0426","Effley Falls Pond","report_Effley Falls Pond(0801EFF0426).html",-75.269203,43.925598
"0801EIG0790","Eighth Lake","report_Eighth Lake(0801EIG0790).html",-74.70639,43.77297
"0801ELM0425","Elmer Falls Pond","report_Elmer Falls Pond(0801ELM0425).html",-75.28751,43.92591
"0801FIF0786","Fifth Lake","report_Fifth Lake(0801FIF0786).html",-74.79195,43.74778
"0801FIS0614","Fish Pond","report_Fish Pond(0801FIS0614).html",-75.26029,43.78026
"0801FOR0944","Forestport Reservoir","report_Forestport Reservoir(0801FOR0944).html",-75.204803,43.433701
"0801FOU0782D","Fourth Lake","report_Fourth Lake(0801FOU0782D).html",-74.79906,43.75658
"0801FRA0451","Francis Lake","report_Francis Lake(0801FRA0451).html",-75.171402,43.8526
"0801HIG0418","High Falls Pond","report_High Falls Pond(0801HIG0418).html",-75.37246,43.92667
"0801IND0647","Independence Lake","report_Independence Lake(0801IND0647).html",-74.978203,43.772701
"0801KAY0984A","Kayuta Lake","report_Kayuta Lake(0801KAY0984A).html",-75.173897,43.3997
"0801LIL0541","Lake Lila","report_Lake Lila(0801LIL0541).html",-74.76007,44.00268
"0801LIM0826","Limekiln Lake","report_Limekiln Lake(0801LIM0826).html",-74.78976,43.71429
"0801LON0610","Long Lake","report_Long Lake(0801LON0610).html",-75.26737,43.77977
"0801LON0922","Long Lake","report_Long Lake(0801LON0922).html",-75.155899,43.5527
"0801LSA0735","Little Safford Lake","report_Little Safford Lake(0801LSA0735).html",-74.967697,43.755798
"0801MOS0478","Moshier Reservoir","report_Moshier Reservoir(0801MOS0478).html",-75.094902,43.892101
"0801NIC0804","Nicks Lake","report_Nicks Lake(0801NIC0804).html",-74.98994,43.67327
"0801OKU0720","Okara Lake Upper","report_Okara Lake Upper(0801OKU0720).html",-75.041513,43.68367
"0801OTT0926","Otter Lake","report_Otter Lake(0801OTT0926).html",-75.114601,43.592098
"0801PAY0620","Payne Lake","report_Payne Lake(0801PAY0620).html",-75.290329,43.795316
"0801PLE0395","Pleasant Lake","report_Pleasant Lake(0801PLE0395).html",-75.697812,43.938887
"0801RON0739","Lake Rondaxe","report_Lake Rondaxe(0801RON0739).html",-74.901298,43.766998
"0801ROU0907","Round Pond","report_Round Pond(0801ROU0907).html",-75.142386,43.597067
"0801ROU5512","Round Pond","report_Round Pond(0801ROU5512).html",-74.97255,43.73785
"0801SAN0436","Sand Pond","report_Sand Pond(0801SAN0436).html",-75.162041,43.94972
"0801SEC0782B","Fulton Second Lake","report_Fulton Second Lake(0801SEC0782B).html",-74.911598,43.721199
"0801SEV0787A","Seventh Lake","report_Seventh Lake(0801SEV0787A).html",-74.7519,43.746201
"0801SIX0787","Sixth Lake","report_Sixth Lake(0801SIX0787).html",-74.77357,43.74903
"0801SOF0434","Soft Maple Reservoir","report_Soft Maple Reservoir(0801SOF0434).html",-75.21268,43.91261
"0801STI0493","Stillwater Reservoir","report_Stillwater Reservoir(0801STI0493).html",-75.02438,43.90192
"0801TWI0584","Twitchell Lake","report_Twitchell Lake(0801TWI0584).html",-74.887299,43.847302
"0801UWB0599","Little Parsons Pond","report_Little Parsons Pond(0801UWB0599).html",-75.29468,43.75949
"0801UWB0692","Long Lake","report_Long Lake(0801UWB0692).html",-75.28306,43.69379
"0801UWB0782","Third Lake","report_Third Lake(0801UWB0782).html",-74.96792,43.71027
"0801UWB5460","East Rd Pond","report_East Rd Pond(0801UWB5460).html",-75.35038,43.55138
"0801UWB5515","Enchanted Pond","report_Enchanted Pond(0801UWB5515).html",-74.965956,43.722731
"0801UWB5593","North Lake Tract Pond","report_North Lake Tract Pond(0801UWB5593).html",-74.866183,43.570154
"0801UWB5614","Carbone Easement Pond","report_Carbone Easement Pond(0801UWB5614).html",-75.237057,43.474263
"0801WHE5670","Whetstone Marsh Pond","report_Whetstone Marsh Pond(0801WHE5670).html",-75.509202,43.683
"0801WOO0982","Woodhull Lake","report_Woodhull Lake(0801WOO0982).html",-75.0153,43.59868
"0901ISLXXX1","Lake Of the Isles","report_Lake Of the Isles(0901ISLXXX1).html",-75.986252,44.329743
"0902ALL5147","Allen Falls Reservoir","report_Allen Falls Reservoir(0902ALL5147).html",-74.842569,44.636104
