LakeID,Y_Coordinate,X_Coordinate
0102UWB5068,42.9427,-78.5361
0104UWB5705,42.4628,-78.5325
0103UWB5383,42.6742,-78.5310
0103UWB5382,42.6672,-78.5306
0104UWB5708,42.4809,-78.5296
0103UWB5397,42.7108,-78.5284
0103UWB5372,42.8161,-78.5283
0301UWB5524,43.3609,-78.5276
0102UWB5074,42.9978,-78.5273
0104UWB5706,42.4624,-78.5272
0102UWB5203,43.0046,-78.5261
0102UWB5202,43.0040,-78.5252
0103UWB5371,42.8220,-78.5222
0104UWB5419,42.5325,-78.5219
0201UWB5667,42.3323,-78.5218
0201UWB5474,42.3096,-78.5202
0301UWB5523,43.3627,-78.5197
0103UWB5381,42.6683,-78.5165
0103UWB5405,42.6135,-78.5159
0102UWB5138,42.9036,-78.5154
0104UWB5710,42.4444,-78.5148
0301UWB0175B,43.1941,-78.5141
0201UWB0111,42.3882,-78.5137
0103UWB5380,42.6649,-78.5133
0104UWB5711,42.4460,-78.5123
0103UWB5406,42.6108,-78.5107
0102UWB5064,42.9252,-78.5099
0102UWB5201,43.0111,-78.5096
0102UWB5206,43.1290,-78.5080
0103UWB5398,42.7156,-78.5077
0102UWB5208,43.1277,-78.5064
0102UWB5067,42.9329,-78.5060
0102UWB5207,43.1289,-78.5060
0102UWB5065,42.9275,-78.5055
0102UWB5200,43.0256,-78.5052
0102UWB5209,43.1309,-78.5052
0301UWB5511,43.2012,-78.5039
0102UWB5194,43.0809,-78.5033
0102UWB5195,43.0786,-78.5021
0201UWB5475,42.3491,-78.5017
0103UWB5412,42.5910,-78.5014
0102UWB5066,42.9316,-78.5010
0103UWB5411,42.5920,-78.5006
0104UWB0131,42.4358,-78.5001
0103UWB5400,42.7032,-78.4997
0102UWB5210,43.1291,-78.4995
0301UWB0175C,43.1604,-78.4977
0103UWB5447,42.6146,-78.4971
0103UWB5487,42.7482,-78.4970
0103UWB5470,42.6586,-78.4959
0103UWB0050,42.6123,-78.4957
0103UWB0051,42.6128,-78.4946
0103UWB5486,42.7009,-78.4945
0103UWB5446,42.6115,-78.4939
0102UWB5219,43.0855,-78.4919
0103UWB5471,42.6487,-78.4917
0104UWB5716,42.4353,-78.4913
0104UWB5719,42.4581,-78.4902
0102UWB5218,43.0863,-78.4900
0201UWB5510,42.4032,-78.4899
0103UWB5436,42.5869,-78.4879
0103UWB5485,42.7007,-78.4865
0301UWB5481,43.3053,-78.4863
0201UWB5507,42.4153,-78.4862
0201UWB5714,42.4182,-78.4848
0103UWB0053,42.5837,-78.4844
0103UWB5474,42.6729,-78.4843
0103UWB5437,42.5854,-78.4827
0103UWB5488,42.6722,-78.4825
0103UWB5440,42.5950,-78.4822
0103UWB5473,42.6740,-78.4818
0103UWB5445,42.6060,-78.4807
0201UWB5485,42.0777,-78.4801
0201UWB5508,42.4152,-78.4801
0103UWB5441,42.5969,-78.4800
0104UWB5427,42.5164,-78.4799
0104UWB5426,42.5175,-78.4798
0103UWB5472,42.6509,-78.4794
0201UWB5509,42.4098,-78.4794
0103UWB5444,42.6043,-78.4782
0103UWB5448,42.6161,-78.4774
0103UWB5484,42.7015,-78.4773
0102UWB5125,42.9040,-78.4766
0201UWB5514,42.3798,-78.4761
0103UWB5443,42.6041,-78.4759
0201UWB5511,42.3991,-78.4754
0103UWB5439,42.5876,-78.4752
0201UWB5478,42.3173,-78.4738
0102UWB5223,42.8986,-78.4730
0201UWB5486,42.0702,-78.4700
0102UWB5132,42.9587,-78.4699
0104UWB5715,42.4310,-78.4698
0103UWB5475,42.6737,-78.4696
0103UWB5489,42.6451,-78.4678
0102UWB5133,42.9818,-78.4674
0201UWB5487,42.0713,-78.4665
0301UWB5491,43.2087,-78.4651
0301UWB0177B,43.3627,-78.4625
0102UWB5211,43.1307,-78.4623
0301UWB5478,43.2805,-78.4608
0102UWB5212,43.1349,-78.4600
0201UWB5458,42.1585,-78.4575
0102UWB5213,43.1366,-78.4573
0102UWB5126,42.8851,-78.4507
0301UWB5480,43.2931,-78.4496
0104UWB5428,42.5262,-78.4489
0201UWB5484,42.1109,-78.4472
0103UWB5481,42.6907,-78.4466
0104UWB5721,42.4664,-78.4450
0201UWB5459,42.1455,-78.4431
0201UWB5512,42.3927,-78.4419
0103UWB5476,42.6536,-78.4414
0301UWB5493,43.1739,-78.4411
0102UWB5127,42.8879,-78.4408
0103UWB5482,42.7179,-78.4403
0103UWB5483,42.7244,-78.4399
0102UWB5134,42.9934,-78.4384
0201UWB5453,42.2379,-78.4378
0201UWB5477,42.3454,-78.4344
0103UWB5168,42.7933,-78.4328
0201UWB0106,42.0635,-78.4327
0301UWB5775,43.1111,-78.4326
0102UWB0007,42.8844,-78.4322
0104UWB5720,42.4428,-78.4322
0301UWB0172B,43.2205,-78.4309
0104UWB5722,42.4534,-78.4295
0104UWB5430,42.5007,-78.4288
0104UWB5429,42.5016,-78.4238
0102UWB5136,43.0009,-78.4227
0201UWB5513,42.3905,-78.4221
0104UWB5432,42.5588,-78.4215
0104UWB5433,42.5621,-78.4201
0201UWB5461,42.2528,-78.4190
0201UWB5488,42.0741,-78.4161
0102UWB5214,43.0270,-78.4152
0301UWB5494,43.1415,-78.4151
0103UWB5172,42.7748,-78.4120
0104UWB5724,42.4919,-78.4108
0201UWB5479,42.2502,-78.4106
0201UWB5454,42.2233,-78.4086
0301UWB5492,43.2116,-78.4012
0103UWB5490,42.6471,-78.4006
0201UWB5463,42.3139,-78.3997
0201UWB5455,42.2208,-78.3994
0103UWB5477,42.6578,-78.3987
0102UWB5135,42.9916,-78.3984
0301UWB5216,43.0815,-78.3966
0301UWB0172,43.3213,-78.3920
0301UWB0167F,43.2267,-78.3899
0301UWB0166L,43.2664,-78.3898
0104UWB5723,42.4600,-78.3883
0103UWB5479,42.6694,-78.3830
0104UWB5434,42.5620,-78.3825
0201UWB5456,42.1836,-78.3806
0201UWB5489,42.0838,-78.3806
0103UWB5478,42.6649,-78.3798
0301UWB0167I,43.2299,-78.3785
0301UWB5468,43.1372,-78.3780
0104UWB0136,42.5094,-78.3767
0104UWB5431,42.5119,-78.3761
0301UWB0167B,43.2318,-78.3754
0301UWB0167C,43.2303,-78.3752
0301UWB0167D,43.2322,-78.3727
0104UWB0140,42.4946,-78.3711
0102UWB5192,42.8697,-78.3689
0103UWB5282,42.6645,-78.3685
0201UWB5506,42.3409,-78.3675
0102UWB5142,42.8857,-78.3650
0104UWB5504,42.5912,-78.3647
0201UWB5505,42.2506,-78.3636
0301UWB0166M,43.2353,-78.3632
0104UWB0143,42.4904,-78.3622
0201UWB5497,42.3028,-78.3620
0103UWB5290,42.6535,-78.3614
0102UWB5141,42.9316,-78.3605
0201UWB5521,42.0631,-78.3599
0104UWB5726,42.3966,-78.3591
0104UWB5509,42.5210,-78.3568
0104UWB5612,42.4957,-78.3566
0104UWB5727,42.4077,-78.3565
0104UWB5725,42.4000,-78.3544
0103UWB5283,42.6629,-78.3518
0103UWB5286,42.6526,-78.3515
0103UWB5293,42.6439,-78.3510
0103UWB5284,42.6545,-78.3507
0201UWB5522,42.0412,-78.3503
0103UWB5285,42.6518,-78.3492
0103UWB5287,42.6592,-78.3492
0201UWB5503,42.2783,-78.3484
0103UWB5243,42.7320,-78.3468
0201UWB5519,42.0992,-78.3452
0201UWB5504,42.2768,-78.3446
0102UWB5276,42.6692,-78.3440
0103UWB5288,42.6480,-78.3419
0102UWB5277,42.6693,-78.3416
0103UWB5289,42.6472,-78.3411
0201UWB5533,42.0173,-78.3381
0201UWB5524,42.0138,-78.3371
0201UWB5500,42.2935,-78.3361
0104UWB5500,42.5476,-78.3347
0104UWB5498,42.5544,-78.3345
0104UWB5512,42.5543,-78.3334
0102UWB5253,42.7190,-78.3320
0104UWB5494,42.5119,-78.3312
0201UWB5528,42.0081,-78.3302
0403UWB5429,42.3863,-78.3269
0301UWB0167L,43.0944,-78.3261
0102UWB5246,42.7465,-78.3259
0301UWB5504,43.1139,-78.3243
0301UWB0167N,43.0620,-78.3240
0301UWB5586,43.1216,-78.3240
0301UWB5505,43.1156,-78.3227
0104UWB5499,42.5560,-78.3224
0301UWB0167K,43.1135,-78.3213
0102UWB5247,42.7434,-78.3205
0104UWB5510,42.5841,-78.3194
0301UWB0166I,43.2444,-78.3190
0301UWB0166J,43.2441,-78.3189
0104UWB5496,42.5767,-78.3186
0104UWB5497,42.5651,-78.3185
0102UWB5188,42.7960,-78.3180
0104UWB5511,42.5825,-78.3176
0104UWB5502,42.5739,-78.3174
0104UWB5503,42.5937,-78.3137
0102UWB5254,42.7141,-78.3131
0104UWB5495,42.5094,-78.3125
0102UWB5255,42.7114,-78.3105
0201UWB5523,42.0607,-78.3103
0201UWB5529,42.0024,-78.3091
0403UWB5435,42.3484,-78.3076
0104UWB5295,42.6615,-78.3067
0104UWB5508,42.5868,-78.3061
0102UWB5143,42.8844,-78.3050
0403UWB5428,42.3844,-78.3043
0201UWB5501,42.2891,-78.3032
0403UWB0140,42.5322,-78.3023
0104UWB5507,42.5872,-78.3017
0403UWB5427,42.3906,-78.3009
0102UWB5252,42.7217,-78.2990
0301UWB0168A,43.0570,-78.2977
0403UWB0139,42.5325,-78.2976
0403UWB0138A,42.5419,-78.2974
0104UWB5728,42.4484,-78.2973
0403UWB0138B,42.5396,-78.2967
0102UWB5256,42.7067,-78.2960
0104UWB5506,42.6009,-78.2950
0102UWB5260,42.6858,-78.2946
0102UWB5270,42.6532,-78.2939
0102UWB5186,42.7661,-78.2934
0102UWB5144,42.8848,-78.2931
0102UWB5271,42.6481,-78.2928
0201UWB5530,41.9998,-78.2923
0201UWB5539,42.0945,-78.2918
0102UWB5261,42.6906,-78.2907
0301UWB5583,43.0588,-78.2900
0301UWB0168C,43.0555,-78.2893
0102UWB5248,42.7310,-78.2891
0201UWB5493,42.1643,-78.2891
0102UWB5272,42.6403,-78.2889
0102UWB5148,42.9895,-78.2870
0102UWB5249,42.7289,-78.2870
0102UWB5263,42.6701,-78.2858
0301UWB5473,43.2461,-78.2853
0301UWB0168D,43.0566,-78.2852
0102UWB5491,43.0034,-78.2849
0102UWB5269,42.6537,-78.2848
0301UWB5506,43.0929,-78.2847
0102UWB5266,42.6642,-78.2837
0102UWB5264,42.6672,-78.2833
0403UWB5396,42.5756,-78.2830
0201UWB0114,42.2115,-78.2817
0403UWB5395,42.6075,-78.2815
0301UWB0168E,43.0574,-78.2799
0301UWB5582,43.0616,-78.2792
0102UWB5268,42.6546,-78.2784
0102UWB5265,42.6687,-78.2783
0201UWB5531,42.0518,-78.2768
0102UWB5145,42.9184,-78.2751
0301UWB0168F,43.0530,-78.2748
0403UWB5397,42.5492,-78.2739
0403UWB5402,42.5193,-78.2735
0403UWB5426,42.3790,-78.2729
0301UWB0169,43.0511,-78.2722
0301UWB0168B,43.0519,-78.2716
0403UWB5432,42.3142,-78.2696
0301UWB0167Q,43.0825,-78.2694
0102UWB5262,42.6810,-78.2681
0102UWB5267,42.6724,-78.2673
0102UWB0020B,42.8169,-78.2671
0102UWB5257,42.6951,-78.2667
0301UWB5474,43.2298,-78.2665
0301UWB0166G,43.2308,-78.2661
0403UWB5398,42.5403,-78.2651
0102UWB0017,42.8661,-78.2644
0403UWB5430,42.3546,-78.2641
0102UWB5147,42.9314,-78.2638
0102UWB5251,42.7177,-78.2636
0201UWB5494,42.1679,-78.2615
0102UWB5146,42.9254,-78.2607
0403UWB5399,42.5251,-78.2595
0102UWB0019,42.8350,-78.2590
0201UWB0117A,42.0857,-78.2584
0403UWB5394,42.6208,-78.2583
0102UWB5250,42.7214,-78.2579
0102UWB5245,42.7284,-78.2562
0403UWB0132,42.6423,-78.2560
0403UWB5400,42.5258,-78.2551
0301UWB0166B,43.2310,-78.2525
0301UWB5500,43.0485,-78.2489
0102UWB5225,43.0051,-78.2483
0301UWB5444,43.2597,-78.2478
0403UWB5106,42.6264,-78.2478
0403UWB5415,42.3009,-78.2471
0201UWB5534,42.2129,-78.2458
0403UWB5112,42.6982,-78.2456
0403UWB5416,42.2993,-78.2449
0102UWB5239,42.9031,-78.2447
0403UWB5344,42.5150,-78.2443
0403UWB5414,42.3044,-78.2439
0301UWB5445,43.2531,-78.2432
0403UWB5418,42.2653,-78.2429
0301UWB5501,43.0459,-78.2425
0403UWB5363,42.5771,-78.2417
0403UWB5389,42.3937,-78.2415
0403UWB5110,42.6751,-78.2413
0301UWB5497,43.1183,-78.2412
0403UWB5388,42.3897,-78.2401
0403UWB5413,42.3053,-78.2390
0102UWB5234,42.9839,-78.2388
0102UWB5238,42.8930,-78.2362
0102UWB5237,42.8925,-78.2352
0102UWB5236,42.8922,-78.2344
0102UWB5492,42.8914,-78.2311
0403UWB0146A,42.3439,-78.2308
0301UWB0166A,43.2353,-78.2298
0403UWB5167,42.6991,-78.2278
0102UWB5242,42.9287,-78.2267
0403UWB5417,42.2791,-78.2241
0301UWB5440,43.3621,-78.2236
0403UWB5107,42.6661,-78.2231
0403UWB5108,42.6782,-78.2225
0102UWB5241,42.9454,-78.2222
0403UWB5410,42.3078,-78.2219
0403UWB5412,42.3001,-78.2210
0403UWB5406,42.3503,-78.2208
0403UWB5345,42.5053,-78.2203
0403UWB5407,42.3300,-78.2199
0403UWB5405,42.3616,-78.2189
0403UWB5366,42.5975,-78.2179
0403UWB5386,42.4138,-78.2137
0403UWB5411,42.3072,-78.2137
0201UWB5518,42.0299,-78.2135
0403UWB5368,42.6180,-78.2118
0301UWB5439,43.3647,-78.2113
0403UWB5387,42.4245,-78.2103
0403UWB5111,42.6684,-78.2086
0403UWB5105,42.6367,-78.2074
0403UWB5419,42.2737,-78.2058
0301UWB5437,43.3688,-78.2034
0301UWB5438,43.3609,-78.2025
0403UWB5367,42.6010,-78.2024
0201UWB0118,42.1095,-78.2016
0403UWB5356,42.5383,-78.2011
0403UWB0134A,42.5515,-78.2007
0403UWB5355,42.5315,-78.2007
0403UWB5354,42.5292,-78.1995
0403UWB5357,42.5417,-78.1993
0402UWB0015A,43.0159,-78.1960
0403UWB5409,42.3233,-78.1941
0301UWB0169A,43.0801,-78.1937
0402UWB5094,42.7085,-78.1930
0403UWB5422,42.2997,-78.1921
0402UWB5093,42.6972,-78.1903
0403UWB5421,42.3225,-78.1899
0403UWB5379,42.4844,-78.1898
0402UWB5092,42.6996,-78.1894
0403UWB5104,42.6373,-78.1884
0301UWB0165A,43.2654,-78.1876
0403UWB0143,42.4046,-78.1875
0403UWB0130,42.6373,-78.1857
0403UWB5365,42.5801,-78.1851
0301UWB0164F,43.2442,-78.1848
0403UWB5384,42.4062,-78.1845
0301UWB5436,43.3593,-78.1841
0403UWB5377,42.4763,-78.1830
0301UWB0164A,43.2459,-78.1826
0403UWB5378,42.4751,-78.1812
0403UWB5351,42.5357,-78.1807
0403UWB5352,42.5379,-78.1806
0403UWB5452,42.2442,-78.1805
0301UWB0164G,43.2454,-78.1798
0403UWB5534,42.6147,-78.1796
0403UWB5535,42.6182,-78.1794
0301UWB5435,43.3671,-78.1773
0403UWB5350,42.5219,-78.1760
0403UWB5454,42.1444,-78.1715
0301UWB0164H,43.2450,-78.1710
0403UWB5382,42.4306,-78.1702
0301UWB0164I,43.2457,-78.1693
0403UWB5346,42.5063,-78.1684
0403UWB5420,42.2660,-78.1683
0403UWB5349,42.5180,-78.1681
0403UWB5376,42.4865,-78.1679
0403UWB5347,42.5051,-78.1678
0301UWB5434,43.3618,-78.1677
0403UWB5385,42.3830,-78.1676
0102UWB5233,42.9855,-78.1667
0403UWB5360,42.5632,-78.1642
0102UWB0016D,42.8772,-78.1638
0403UWB5361,42.5654,-78.1634
0403UWB5423,42.3287,-78.1631
0403UWB5359,42.5587,-78.1603
0402UWB5230,42.9875,-78.1599
0402UWB5232,42.9865,-78.1598
0201UWB5516,42.1106,-78.1591
0403UWB5103,42.6513,-78.1587
0301UWB0163N,43.2488,-78.1582
0403UWB5102,42.6494,-78.1570
0403UWB5101,42.6487,-78.1563
0402UWB5095,42.6947,-78.1560
0402UWB5537,42.9885,-78.1559
0403UWB5375,42.4868,-78.1559
0403UWB5383,42.4102,-78.1557
0403UWB5369,42.6097,-78.1552
0403UWB5100,42.6506,-78.1546
0403UWB5348,42.5072,-78.1546
0403UWB5453,42.2384,-78.1522
0403UWB5353,42.5470,-78.1520
0402UWB5097,42.6823,-78.1493
0402UWB0027B,42.7121,-78.1487
0301UWB0163M,43.2480,-78.1480
0301UWB0169C,43.1060,-78.1464
0402UWB0027A,42.7180,-78.1462
0301UWB0163L,43.2475,-78.1460
0403UWB5362,42.5994,-78.1456
0301UWB5433,43.3664,-78.1453
0403UWB5370,42.6073,-78.1443
0301UWB0169B,43.1071,-78.1428
0402UWB5099,42.6596,-78.1417
0402UWB5059,43.0428,-78.1413
0403UWB5358,42.5519,-78.1404
0301UWB0163K,43.2482,-78.1400
0201UWB5517,42.1012,-78.1393
0402UWB0019A,42.9912,-78.1388
0403UWB5364,42.5728,-78.1381
0301UWB0163J,43.2485,-78.1367
0402UWB5241,42.6947,-78.1352
0402UWB5242,42.6937,-78.1347
0402UWB0031,42.6788,-78.1345
0403UWB5380,42.4371,-78.1343
0301UWB0163I,43.2488,-78.1336
0301UWB0163G,43.2502,-78.1329
0403UWB5381,42.4311,-78.1321
0403UWB5404,42.3518,-78.1313
0403UWB5408,42.3134,-78.1306
0402UWB5096,42.6906,-78.1290
0403UWB0158,42.2199,-78.1281
0403UWB5390,42.3775,-78.1271
0402UWB5098,42.6565,-78.1268
0403UWB5128,42.6511,-78.1225
0402UWB5126,42.6585,-78.1205
0402UWB0030,42.6826,-78.1203
0403UWB5258,42.5223,-78.1203
0403UWB5130,42.6503,-78.1183
0403UWB5436,42.3468,-78.1178
0403UWB5129,42.6483,-78.1173
0402UWB5127,42.6593,-78.1172
0301UWB0163F,43.2524,-78.1170
0403UWB5136,42.6383,-78.1169
0403UWB5438,42.3317,-78.1165
0301UWB0163D,43.2528,-78.1132
0403UWB5131,42.6460,-78.1129
0403UWB5132,42.6457,-78.1106
0403UWB5125,42.6524,-78.1103
0402UWB5055,43.0260,-78.1100
0403UWB5214,42.6385,-78.1098
0403UWB5133,42.6480,-78.1094
0301UWB0163C,43.2539,-78.1088
0402UWB5118,42.7199,-78.1085
0301UWB5552,43.3197,-78.1082
0403UWB5134,42.6476,-78.1071
0403UWB5124,42.6520,-78.1070
0403UWB5338,42.4707,-78.1069
0402UWB5119,42.7112,-78.1059
0403UWB5138,42.6365,-78.1059
0402UWB5117,42.7264,-78.1055
0402UWB5054,43.0333,-78.1051
0301UWB0163B,43.2543,-78.1035
0403UWB5137,42.6324,-78.1034
0402UWB5146,42.6711,-78.1022
0301UWB5459,43.3722,-78.1017
0403UWB5340,42.4592,-78.1010
0403UWB5259,42.5227,-78.1009
0403UWB5469,42.1114,-78.1009
0403UWB5337,42.4728,-78.0990
0403UWB5263,42.5886,-78.0977
0403UWB5135,42.6509,-78.0971
0402UWB5145,42.6868,-78.0966
0403UWB5262,42.5869,-78.0949
0402UWB5074,42.9180,-78.0948
0403UWB5123,42.6515,-78.0933
0403UWB5264,42.5958,-78.0930
0301UWB0162R,43.2546,-78.0924
0403UWB5503,42.3073,-78.0923
0403UWB5164,42.6289,-78.0920
0403UWB5260,42.5869,-78.0903
0403UWB5139,42.6261,-78.0898
0403UWB5261,42.5879,-78.0892
0301UWB0162Q,43.2539,-78.0888
0403UWB5283,42.6183,-78.0887
0301UWB0162P,43.2552,-78.0881
0403UWB5532,42.5713,-78.0876
0301UWB5447,43.2540,-78.0862
0403UWB5282,42.6079,-78.0844
0301UWB5458,43.3699,-78.0835
0301UWB5453,43.3205,-78.0834
0403UWB5437,42.3539,-78.0831
0402UWB5113,42.7483,-78.0810
0403UWB5281,42.6086,-78.0800
0403UWB0124,42.6607,-78.0793
0402UWB5114,42.7471,-78.0787
0403UWB5336,42.4765,-78.0781
0301UWB0162H,43.2548,-78.0779
0403UWB5121,42.6581,-78.0776
0301UWB0162C,43.2530,-78.0773
0403UWB5372,42.6011,-78.0768
0403UWB5273,42.5732,-78.0767
0403UWB5500,42.1896,-78.0752
0403UWB0123A,42.6561,-78.0743
0301UWB0162F,43.2546,-78.0738
0403UWB5122,42.6571,-78.0736
0402UWB5056,43.0066,-78.0730
0403UWB5140,42.6422,-78.0730
0403UWB0115A,42.7393,-78.0724
0301UWB5450,43.2520,-78.0715
0403UWB5280,42.5976,-78.0713
0301UWB5457,43.3689,-78.0710
0301UWB0162A,43.2533,-78.0709
0301UWB0162D,43.2521,-78.0693
0403UWB5442,42.3045,-78.0688
0403UWB5531,42.6890,-78.0687
0403UWB5470,42.1201,-78.0686
0403UWB5463,42.2279,-78.0677
0403UWB5533,42.4533,-78.0665
0403UWB5168,42.6315,-78.0658
0403UWB5448,42.2682,-78.0655
0403UWB5339,42.4494,-78.0638
0301UWB0162M,43.2513,-78.0635
0403UWB5274,42.5826,-78.0630
0403UWB5266,42.5105,-78.0619
0403UWB5374,42.5052,-78.0608
0403UWB5265,42.5076,-78.0607
0403UWB5466,42.1809,-78.0600
0403UWB5115,42.7493,-78.0584
0403UWB0123B,42.6473,-78.0577
0403UWB5143,42.6723,-78.0562
0301UWB0162N,43.2535,-78.0556
0403UWB5116,42.7408,-78.0556
0403UWB5447,42.2725,-78.0555
0403UWB5465,42.1831,-78.0550
0403UWB5144,42.6724,-78.0546
0403UWB5267,42.5133,-78.0533
0301UWB0162,43.2450,-78.0508
0403UWB5443,42.2732,-78.0502
0403UWB5268,42.5207,-78.0488
0403UWB5141,42.6442,-78.0487
0403UWB5467,42.2456,-78.0484
0403UWB5279,42.5951,-78.0480
0301UWB5456,43.3662,-78.0476
0403UWB5373,42.5317,-78.0462
0403UWB5272,42.5566,-78.0447
0403UWB5468,42.2387,-78.0436
0301UWB0159B,43.2394,-78.0412
0403UWB0124A,42.5918,-78.0407
0301UWB5455,43.3689,-78.0403
0403UWB5142,42.6396,-78.0394
0403UWB5342,42.4104,-78.0338
0301UWB0159A,43.2335,-78.0335
0301UWB0160A,43.2307,-78.0334
0301UWB5429,43.2296,-78.0331
0301UWB0161A,43.2107,-78.0284
0301UWB0161,43.2097,-78.0282
0403UWB5215,42.7365,-78.0274
0403UWB5464,42.1896,-78.0226
0403UWB5231,42.6704,-78.0220
0403UWB5284,42.6209,-78.0188
0403UWB5445,42.3608,-78.0178
0403UWB5277,42.5742,-78.0130
0403UWB5472,42.0802,-78.0115
0403UWB5343,42.3850,-78.0106
0301UWB5454,43.3590,-78.0101
0404UWB0086A,42.5504,-78.0099
0403UWB5471,42.0812,-78.0094
0403UWB5446,42.2892,-78.0081
0403UWB5276,42.5706,-78.0076
0403UWB0113,42.7171,-78.0071
0403UWB5449,42.2496,-78.0070
0403UWB5450,42.2502,-78.0053
0404UWB5271,42.5398,-78.0049
0403UWB5451,42.2505,-78.0038
0404UWB5275,42.5656,-78.0025
0402UWB5075,42.9243,-78.0003
0402UWB5076,42.8778,-78.0001
0301UWB5594,43.2215,-77.9993
0301UWB0164C,43.3236,-77.9988
0403UWB0111,42.7201,-77.9966
0301UWB0155F,43.2155,-77.9965
0404UWB5250,42.5549,-77.9955
0403UWB5244,42.5783,-77.9950
0403UWB5292,42.4232,-77.9937
0301UWB5419,43.2491,-77.9934
0403UWB5293,42.4235,-77.9922
0403UWB5482,42.1783,-77.9916
0403UWB5291,42.4597,-77.9912
0301UWB5417,43.2232,-77.9910
0301UWB0161B,43.1935,-77.9908
0403UWB5294,42.4225,-77.9907
0403UWB5237,42.6812,-77.9906
0403UWB0084,42.5768,-77.9904
0403UWB5478,42.2137,-77.9874
0404UWB0082A,42.5751,-77.9867
0403UWB5479,42.2038,-77.9857
0404UWB0082,42.5745,-77.9850
0301UWB5418,43.2483,-77.9833
0403UWB5243,42.6045,-77.9826
0403UWB5236,42.7307,-77.9805
0403UWB0159C,42.2344,-77.9800
0301UWB5409,43.2505,-77.9785
0301UWB0155D,43.2127,-77.9769
0403UWB5475,42.2394,-77.9758
0301UWB0155E,43.2132,-77.9717
0403UWB5290,42.4705,-77.9675
0301UWB5405,43.3584,-77.9668
0403UWB5295,42.4229,-77.9660
0301UWB5415,43.1706,-77.9635
0301UWB5423,43.3582,-77.9623
0301UWB5420,43.2438,-77.9615
0301UWB5421,43.2318,-77.9613
0403UWB5462,42.2547,-77.9612
0403UWB5235,42.7202,-77.9594
0403UWB5298,42.4086,-77.9594
0403UWB5486,42.1702,-77.9578
0301UWB5416,43.1913,-77.9568
0403UWB5238,42.6462,-77.9555
0301UWB5404,43.3546,-77.9551
0301UWB0158D,43.1628,-77.9541
0403UWB5483,42.2028,-77.9510
0404UWB0082B,42.5650,-77.9507
0403UWB5484,42.2051,-77.9494
0403UWB5459,42.2711,-77.9464
0301UWB5406,43.3404,-77.9462
0301UWB0157B,43.2166,-77.9447
0403UWB5301,42.4265,-77.9421
0404UWB5249,42.5460,-77.9421
0403UWB5456,42.3289,-77.9418
0301UWB0155M,43.1924,-77.9412
0301UWB5407,43.3538,-77.9385
0404UWB5247,42.5513,-77.9382
0301UWB5422,43.3585,-77.9377
0301UWB5489,43.1965,-77.9367
0403UWB0165A,42.1002,-77.9357
0403UWB5504,42.0881,-77.9352
0402UWB5004,43.0306,-77.9349
0301UWB5408,43.2673,-77.9341
0403UWB5302,42.4372,-77.9338
0403UWB5505,42.0835,-77.9327
0301UWB0157,43.2237,-77.9318
0301UWB0157A,43.2227,-77.9308
0403UWB5485,42.1931,-77.9305
0301UWB0164B,43.3568,-77.9298
0403UWB5455,42.3213,-77.9290
0403UWB5476,42.2332,-77.9286
0403UWB5460,42.2679,-77.9279
0403UWB5303,42.4288,-77.9255
0402UWB5234,42.7405,-77.9223
0404UWB5251,42.5115,-77.9213
0403UWB5480,42.2181,-77.9194
0403UWB5304,42.4283,-77.9173
0403UWB5458,42.3577,-77.9170
0403UWB5481,42.2228,-77.9153
0403UWB5477,42.2323,-77.9149
0301UWB5401,43.3456,-77.9139
0301UWB5414,43.1750,-77.9137
0301UWB5413,43.1756,-77.9131
0403UWB5461,42.2688,-77.9120
0301UWB5490,43.1734,-77.9118
0301UWB5412,43.1746,-77.9107
0404UWB5240,42.6751,-77.9097
0404UWB5310,42.4537,-77.9072
0403UWB5489,42.1355,-77.9060
0403UWB5457,42.3347,-77.9057
0403UWB5299,42.3971,-77.9044
0403UWB5305,42.4276,-77.9028
0403UWB5300,42.3995,-77.9009
0301UWB5488,43.3535,-77.9003
0301UWB5403,43.3463,-77.8997
0403UWB5490,42.1564,-77.8976
0402UWB0024C,43.0002,-77.8970
0404UWB5245,42.6236,-77.8966
0404UWB5308,42.4902,-77.8965
0301UWB5402,43.3522,-77.8960
0404UWB5248,42.5458,-77.8958
0403UWB5518,42.0137,-77.8935
0403UWB0106,42.7438,-77.8913
0301UWB0157F,43.2080,-77.8911
1310UWB5484,43.3505,-77.8911
0301UWB0157D,43.2061,-77.8892
0301UWB0155I,43.2278,-77.8889
0301UWB5411,43.1999,-77.8889
0402UWB0071,42.8336,-77.8880
0403UWB0110,42.7327,-77.8877
0404UWB5246,42.5848,-77.8877
0404UWB5371,42.4752,-77.8867
0503UWB5324,42.3827,-77.8855
0403UWB5487,42.1891,-77.8839
0403UWB5239,42.7469,-77.8826
0402UWB5335,42.7486,-77.8816
0403UWB5307,42.4122,-77.8814
0403UWB5306,42.4315,-77.8810
0403UWB5506,42.0057,-77.8807
0403UWB5491,42.1306,-77.8767
0301UWB5410,43.2026,-77.8764
0402UWB5206,42.8579,-77.8725
0402UWB0073A,42.7953,-77.8724
0403UWB5495,42.1729,-77.8717
0403UWB5329,42.4041,-77.8716
0301UWB0158C,43.1821,-77.8713
0402UWB5207,42.8514,-77.8713
0301UWB5460,43.3383,-77.8711
0404UWB5219,42.5847,-77.8690
