LakeID,Y_Coordinate,X_Coordinate
1303BRO0260,41.4576,-74.2109
1303BRO0226A,41.4741,-74.0868
1702BRO1110A,41.2178,-73.4936
0903BRU0217,44.1383,-74.2956
1702BRY1106,41.1682,-73.6914
1301BRY0183,41.3766,-73.8046
1403BRY0362,42.1919,-74.8684
0801BUB0748,43.7717,-74.8521
0601BUC5214,42.3524,-75.2922
0801BUC0910,43.5499,-75.2193
1005BUC0364,43.9010,-73.4645
0905BUC0246,43.9955,-75.0665
0904BUC0307,44.4688,-75.0043
0905BUC0343,44.0645,-74.9980
0801BUC0578,43.8219,-74.9301
0801BUC0540,43.9683,-74.8424
0903BUC0040,44.4098,-74.6661
1203BUC0861,43.4613,-74.6561
1104BUC0218,43.3852,-74.4047
0902BUC0085,44.5943,-74.2811
1003BUC0061,44.5076,-74.1101
0301BUC0153,43.2815,-77.6638
1203BUC0867,43.4787,-74.6054
1203BUC0864,43.4821,-74.5981
1203BUC0866,43.4809,-74.5911
1101BUC0067B,43.1515,-73.9144
0501BUC5009,42.1898,-76.7470
1104BUC0251,43.4182,-74.4779
1104BUC0284,43.5162,-74.2132
1104BUC0283,43.5151,-74.2103
1104BUC0285,43.5172,-74.2099
1301BUC0303,42.6635,-73.8071
0303BUD0015,43.4955,-75.9799
0801BUG0789,43.7688,-74.7297
0402BUL0064A,42.8560,-77.7544
1301BUL0192,41.3448,-74.0766
1104BUL0404,43.8432,-73.8145
1004BUL0327,44.1232,-73.7232
0703BUL0076,43.3958,-75.5376
0705BUL5617,42.9392,-76.9575
0703BUL0093,43.3071,-75.8576
0906BUL0030,44.1258,-75.4068
0905BUL0100,44.2134,-75.2808
0904BUL0305,44.4441,-75.0352
1203BUL0837,43.3793,-74.9033
1203BUL0927,43.5768,-74.5434
1104BUL0582,43.8069,-74.2432
1104BUL0190,43.3736,-74.0601
1104BUL0549,43.8244,-74.0226
1101BUL0119,43.2344,-73.8493
1104BUL0320,43.3261,-73.8128
1104BUL0488,44.0519,-73.6378
1005BUL0348,44.0063,-73.5327
0903BUM0128,44.0042,-74.6679
1104BUM0435,43.8844,-73.6519
1005BUM0411,43.5621,-73.5497
0905BUN0269,44.1711,-75.0408
1301BUR0386C,42.5947,-73.5614
1301BUR0366,42.7055,-73.6849
1104BUR0426,43.8505,-73.6347
0704BUR0244,42.9634,-76.9642
1301BUR0431,42.7301,-73.5313
0202BUR0132,42.3289,-79.3151
1401BUR0082,41.5241,-74.7439
0906BUR5046,44.1050,-75.4333
0906BUR0039,44.1415,-75.4264
1104BUR0342,43.6484,-73.7363
0904BUR0375,44.2105,-74.7138
0801BUR0995,43.4609,-74.9018
0105BUR0162,42.3638,-79.4248
1005BUR5240,43.9715,-73.5049
1404BUS0270,41.9623,-75.2831
0703BUS0054,43.2323,-75.7445
1401BUS0165,41.4659,-74.8143
1203BUT0836,43.3667,-74.9114
1005BUT0452,43.3713,-73.7357
1005BUT5350,43.3497,-73.7274
0906BUT0054,44.3165,-75.7752
1104BUT0352,43.7141,-73.6231
1004BUT0218,44.4298,-73.4966
0905CAG0344,44.0495,-75.0119
1401CAH0073,41.4549,-74.6938
1104CAL0382,43.8020,-73.9969
1104CAL0714,44.1124,-74.0002
0801CAL0601,43.7658,-75.2880
0602CAL5639,42.5285,-75.9413
0903CAL5218,44.1153,-74.3054
1003CAM0097,44.2463,-74.0646
1702CAM1040,40.6000,-74.0801
1104CAM0152,43.1607,-74.2697
1201CAM5455,43.0497,-75.1487
0202UWB5366,42.1020,-78.9526
1401CAM0163,41.4541,-74.8125
1301CAM0163A,41.3035,-73.9047
1403CAM0291,41.9291,-74.9230
0602CAM0170,42.9398,-75.6684
0602CAM0169,42.9378,-75.6681
1301CAM0032A,41.1701,-73.8094
1701CAN0889,40.7879,-73.0212
0801CAN0838,43.6041,-74.9034
1201CAN0717,43.1654,-74.5293
0601CAN0392,42.8153,-75.0061
0402CAN0043,42.7184,-77.5688
0704CAN0286,42.7780,-77.3051
1104CAN0267,43.3050,-74.4493
0703CAN0130,43.0433,-75.7572
0503CAN5255,42.2848,-77.6305
1404CAN0402A,42.1063,-75.2810
1309CAN0909,42.2654,-73.8800
1301CAN0168A,41.4565,-73.8353
1306CAP0797A,41.7477,-74.4594
0601CAR0207,42.6368,-75.2019
1104CAR0453C,43.9071,-73.7289
0303CAR0054,43.3769,-76.1173
1403CAR5559,41.8803,-74.8932
1701CAR0987A,40.6519,-73.5496
0902CAR0081,44.6923,-74.3192
1101CAR0071,43.1819,-73.8342
0602CAR0055,42.8692,-75.9697
1003CAR5111,44.5159,-74.0216
1702CAR1089,40.9764,-73.7786
0905CAR0263,44.2547,-75.1448
0903CAR0035C,44.4150,-74.7401
1104CAR0669,43.6820,-74.4885
0801CAR0862,43.5833,-74.7487
1104CAR0570,43.8109,-74.1406
1104CAR0531,43.7313,-74.0110
1103CAR0075,43.1644,-73.4216
0703CAR0095,43.3446,-75.9020
0906CAR0050,43.9762,-75.3266
0801CAR5354,43.7511,-74.8949
0903CAR0282,43.9486,-74.5987
0601CAR0346,42.6009,-74.7673
0801CAS0747,43.7917,-74.8015
1306CAS6272,41.2045,-74.3456
1104CAS0644,43.8277,-74.4381
0201CAS0109C,42.3244,-78.4407
0703CAS6007,43.4312,-75.5921
0602CAS5626,42.6508,-76.1738
0303CAS0021A,43.5930,-75.8486
1203CAS0885,43.4695,-74.6965
1203CAS0910A,43.5315,-74.7521
1005CAT5254,43.6105,-73.4273
1203CAT0932,43.5969,-74.5846
0905CAT0329,44.0958,-74.8625
0902CAT0139,44.4069,-74.4063
1301CAT0206A,41.4203,-73.9198
0904CAT0370,44.2639,-74.6341
0902CAT0065C,44.5824,-74.0758
1301CAT0207B,41.4042,-73.8975
1104CAT0685,44.0191,-74.2702
0801CAT0662,43.7048,-75.2941
0705CAY0296,42.7057,-76.6961
0603CAY0008,42.3670,-76.7353
0703CAZ0153,42.9482,-75.8720
1402CED0048,41.7434,-74.6371
0904CED0290,44.3484,-75.2623
0601CED0241,42.9537,-75.1860
0801CED0705,43.6930,-75.0821
1104CED0623,43.8565,-74.1958
1104CED0579,43.8360,-74.1556
1701CED5140,41.0431,-72.2393
1104CED0667,43.7071,-74.4779
1701CED0529,40.9087,-72.6763
0801CEL0889,43.7241,-74.5361
0402CEM0059,42.9784,-77.8222
0402CEM0059C,42.9827,-77.8015
0701CEM5487,43.0703,-76.4394
0201CEM0105,42.0681,-78.4322
0904CEN0376,44.1604,-74.7052
1104CEN0593,43.7425,-74.2149
1104CEN0559,43.8414,-73.9662
1301CHA0341A,41.5652,-74.0688
0902CHA0193,44.4872,-74.3019
1104CHA0465,43.9847,-73.6702
0801CHA0980,43.5923,-74.9393
0903CHA0066,44.3133,-74.7264
1701CHA0808,40.8889,-72.3437
1004CHA0274,44.1398,-73.7480
1104CHA0280,43.4416,-74.3197
0903CHA0134,44.0289,-74.6936
1003CHA5145,44.3601,-74.2765
0902CHA0055,44.6853,-74.1096
0801CHA0597,43.7576,-75.3029
1104CHA0164,43.2168,-74.3591
0703CHA0038A,43.3535,-75.9882
0902CHA0006A,44.7994,-74.0013
1104CHA0529,43.6443,-74.0511
0905CHA0303,44.2048,-74.9434
0202CHA0122,42.1562,-79.3935
1002CHA0020,44.7390,-73.8198
1301CHE0148A,41.2098,-74.0433
0602CHE0032,42.2103,-75.8364
0601CHE0213,42.5826,-75.4412
1104CHE0672,43.8776,-74.1622
1104CHE0711,44.0488,-74.0847
1104CHE0560,43.9159,-73.9716
1701CHE0529A,40.9125,-72.6745
1701CHE0731,41.0946,-72.1406
1401CHE0106,41.6776,-74.8873
0902CHI0028B,44.7500,-74.1852
1302CHI0075,41.4419,-73.7435
0601CHI0265,42.3280,-75.0687
0601CHI5787,42.9115,-75.3149
1301CHO0031A,41.1276,-73.8083
1301CHO0437,41.7727,-73.9838
1201CHR0784,43.3455,-74.6346
1304CHR0358A,41.6623,-73.6744
1101CHR0099,43.2648,-73.6251
1310CHR0105,42.1011,-73.6056
0905CHU0081,44.3378,-75.3464
0801CHU0778,43.8289,-74.7843
1104CHU0264,43.2587,-74.5295
0801CHU0971,43.5277,-75.0461
0903CHU0310,43.8770,-74.4583
1104CHU0632,43.8853,-74.2087
1003CHU0056,44.5239,-74.1011
1104CHU0349,43.7593,-73.6523
0904CHU0323,44.3757,-74.7709
1003CHU0163,44.3500,-74.3350
0902CHU0204,44.4421,-74.2469
1404CHU0455,42.4131,-74.6282
1310CHU0N98C,42.1649,-73.7160
0602CIN0084,42.4304,-75.8654
0502CIN0038,42.2790,-77.0117
0902CLA0153,44.3797,-74.3654
0601CLA0327,42.5022,-74.7507
1103CLA0088,43.1149,-73.3735
0906CLA0031,44.1241,-75.4180
1004CLA0309A,44.4098,-73.5965
1004CLA0214,44.4611,-73.5263
0601CLA0406,42.8141,-74.8975
1404CLA0402,42.1712,-75.4098
1401CLA0225,41.5995,-75.0222
1402CLA0005B,41.3939,-74.6064
1402CLA5019,41.3954,-74.6055
1201CLA0589B,42.7834,-74.6161
0202CLA0121A,42.1179,-79.1774
0701CLA0180,43.0841,-76.3591
0701CLA0181,43.0827,-76.3537
0701CLA0182,43.0836,-76.3515
0906CLE0059,44.2760,-75.8325
0104CLE0100,42.5535,-78.8530
0905CLE0249,44.2763,-75.2923
0904CLE0306,44.4363,-75.0210
0801CLE0525,43.9885,-74.9205
1403CLE0337,41.9754,-74.8481
0902CLE0195,44.4937,-74.3060
1301CLE0177,41.4295,-73.8409
0905CLE0230,43.9834,-75.2250
0801CLE0734,43.7666,-74.9571
0905CLE0361,44.0790,-74.8590
0904CLE0337,44.3346,-74.8118
0903CLE0091,44.5566,-74.7744
0903CLE0176,44.0403,-74.7634
0902CLE0174,44.6343,-74.4817
1104CLE0616,43.8365,-74.2238
1104CLE0594,43.7401,-74.2002
1003CLE0070,44.4719,-74.1776
1104CLE0535,43.7484,-74.0168
1104CLE0458,43.9990,-73.8237
1004CLE0301,44.3830,-73.5946
1005CLE0358,43.8397,-73.5938
1005CLE0418,43.5227,-73.4491
1302CLE0075A,41.4559,-73.7329
0404CLE0097,42.5421,-77.6218
1004CLE0268,44.3157,-73.7621
0801CLE0619,43.7975,-75.2824
1310CLE0N35B,42.5270,-73.5838
0703CLE0050,43.2612,-75.8715
1401CLI0100,41.6004,-74.7977
0801CLI0830,43.6632,-74.8583
1302CLI0043,41.2077,-73.8542
0603CLI5135,42.0009,-75.8770
1204CLI1001,43.0375,-75.4172
1104CLO0228,43.3387,-74.5880
0903CLO0006,44.5596,-74.8652
1702CLO1074,40.6168,-74.1076
0202CLY0150,42.0149,-79.6265
0303COA0048,43.4066,-75.9756
1301COB0415C,41.6197,-73.9394
1702COB1108K,41.1606,-73.6706
0302COB0118,43.1385,-77.5718
1202COB0583,42.6643,-74.4436
1302COC0044U,41.2141,-73.7609
1104COD0286,43.5154,-74.1420
0703COD0093A,43.3129,-75.8780
1104COF0409A,43.8076,-73.6939
1302COL0045,41.2391,-73.8697
1201COL0670,43.0303,-74.4287
0903COL0017,44.4221,-74.7778
1305COL0404,41.9159,-73.7108
1203COL0819,43.3176,-74.7825
1701COL0647,40.8994,-72.4589
1004COL0246,44.3250,-73.9268
1202COL0649,42.2355,-74.1198
1201COL0519,42.8258,-73.9538
0903COL0006A,44.5310,-74.9382
