row,LAKE_ID,WATER,X_Coordinate,Y_Coordinate,link,availability
280,0704FAI0263A,Fairport Reservoir,-77.4367,42.93781,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fairport%20Reservoir(0704FAI0263A).html?csf=1&e=Xxz1fg,available
281,0704JUN0238,Junius Ponds,-76.9441,42.96152,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Junius%20Ponds(0704JUN0238).html?csf=1&e=Xxz1fg,available
282,0704JUN0240,Junius Ponds,-76.94933,42.95747,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Junius%20Ponds(0704JUN0240).html?csf=1&e=Xxz1fg,available
284,0704NEW0273,Newark Reservoir,-77.0933,42.9347,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Newark%20Reservoir(0704NEW0273).html?csf=1&e=Xxz1fg,available
286,0705BEE0308,Beebe Lake,-76.47865,42.45198,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Beebe%20Lake(0705BEE0308).html?csf=1&e=Xxz1fg,available
289,0705CAY0296,Cayuga Lake,-76.7021,42.6883,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Cayuga%20Lake(0705CAY0296).html?csf=1&e=Xxz1fg,available
290,0705COM0333,Lake Como,-76.3025,42.6772,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Como(0705COM0333).html?csf=1&e=Xxz1fg,available
291,0705DRY0318,Dryden Lake,-76.2726,42.462,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Dryden%20Lake(0705DRY0318).html?csf=1&e=Xxz1fg,available
292,0705DUC0222,Duck Lake,-76.6898,43.1469,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Duck%20Lake(0705DUC0222).html?csf=1&e=Xxz1fg,available
294,0705ITH0340B,Ithaca Reservoir,-76.46104,42.41707,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Ithaca%20Reservoir(0705ITH0340B).html?csf=1&e=Xxz1fg,available
295,0705JEN0349,Jennings Pond,-76.4876,42.3448,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Jennings%20Pond(0705JEN0349).html?csf=1&e=Xxz1fg,available
296,0705KEU0388,Keuka Lake,-77.14953,42.55041,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Keuka%20Lake(0705KEU0388).html?csf=1&e=Xxz1fg,available
297,0705PUN0378A,Punch Bowl Lake,-76.9,42.37,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Punch%20Bowl%20Lake(0705PUN0378A).html?csf=1&e=Xxz1fg,available
298,0705SEN0369,Seneca Lake,-76.93032,42.66896,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Seneca%20Lake(0705SEN0369).html?csf=1&e=Xxz1fg,available
300,0705TRE0347A,Lake Treman,-76.5122,42.40055,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Treman(0705TRE0347A).html?csf=1&e=Xxz1fg,available
302,0705UWB0378B,Unnamed Water,-76.93012,42.36227,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Unnamed%20Water(0705UWB0378B).html?csf=1&e=Xxz1fg,available
304,0705VAN0366A,Van Cleef Lake,-76.79202,42.91307,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Van%20Cleef%20Lake(0705VAN0366A).html?csf=1&e=Xxz1fg,available
305,0706OWA0212,Owasco Lake,-76.48968,42.8034,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Owasco%20Lake(0706OWA0212).html?csf=1&e=Xxz1fg,available
307,0707SKA0193,Skaneateles Lake,-76.3503,42.8451,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Skaneateles%20Lake(0707SKA0193).html?csf=1&e=Xxz1fg,available
308,0801BEL0423,Belfort Pond,-75.33127,43.92699,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Belfort%20Pond(0801BEL0423).html?csf=1&e=Xxz1fg,available
309,0801BRA0689,Brantingham Lake,-75.2784,43.6937,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Brantingham%20Lake(0801BRA0689).html?csf=1&e=Xxz1fg,available
310,0801BUG0789,Bug Lake,-74.7297,43.7688,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Bug%20Lake(0801BUG0789).html?csf=1&e=Xxz1fg,available
311,0801CHI0776,Big Chief Pond,-74.82912,43.83043,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Big%20Chief%20Pond(0801CHI0776).html?csf=1&e=Xxz1fg,available
312,0801COP0710,Copper Lake,-75.14217,43.66608,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Copper%20Lake(0801COP0710).html?csf=1&e=Xxz1fg,available
313,0801CRY0595,Crystal Lake,-75.27648,43.84009,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Crystal%20Lake(0801CRY0595).html?csf=1&e=Xxz1fg,available
314,0801EFF0426,Effley Falls Pond,-75.2692,43.9256,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Effley%20Falls%20Pond(0801EFF0426).html?csf=1&e=Xxz1fg,available
315,0801EIG0790,Eighth Lake,-74.7024,43.779,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Eighth%20Lake(0801EIG0790).html?csf=1&e=Xxz1fg,available
316,0801ELM0425,Elmer Falls Pond,-75.28751,43.92591,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Elmer%20Falls%20Pond(0801ELM0425).html?csf=1&e=Xxz1fg,available
317,0801FIF0786,Fifth Lake,-74.79195,43.74778,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fifth%20Lake(0801FIF0786).html?csf=1&e=Xxz1fg,available
318,0801FIS0614,Fish Pond,-75.26029,43.78026,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fish%20Pond(0801FIS0614).html?csf=1&e=Xxz1fg,available
319,0801FOR0944,Forestport Reservoir,-75.2042,43.43875,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Forestport%20Reservoir(0801FOR0944).html?csf=1&e=Xxz1fg,available
320,0801FOU0782D,Fourth Lake,-74.79906,43.75658,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fourth%20Lake(0801FOU0782D).html?csf=1&e=Xxz1fg,available
321,0801FRA0451,Francis Lake,-75.16632,43.85991,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Francis%20Lake(0801FRA0451).html?csf=1&e=Xxz1fg,available
322,0801HIG0418,High Falls Pond,-75.37246,43.92667,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_High%20Falls%20Pond(0801HIG0418).html?csf=1&e=Xxz1fg,available
323,0801IND0647,Independence Lake,-74.9782,43.7727,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Independence%20Lake(0801IND0647).html?csf=1&e=Xxz1fg,available
324,0801KAY0984A,Kayuta Lake,-75.1739,43.3997,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Kayuta%20Lake(0801KAY0984A).html?csf=1&e=Xxz1fg,available
325,0801LIL0541,Lake Lila,-74.76007,44.00268,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Lila(0801LIL0541).html?csf=1&e=Xxz1fg,available
326,0801LIM0826,Limekiln Lake,-74.78976,43.71429,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Limekiln%20Lake(0801LIM0826).html?csf=1&e=Xxz1fg,available
327,0801LON0610,Long Lake,-75.26737,43.77977,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Long%20Lake(0801LON0610).html?csf=1&e=Xxz1fg,available
328,0801LON0922,Long Lake,-75.1559,43.5527,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Long%20Lake(0801LON0922).html?csf=1&e=Xxz1fg,available
329,0801LSA0735,Little Safford Lake,-74.9677,43.7558,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Little%20Safford%20Lake(0801LSA0735).html?csf=1&e=Xxz1fg,available
330,0801MOS0478,Moshier Reservoir,-75.06054,43.89419,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Moshier%20Reservoir(0801MOS0478).html?csf=1&e=Xxz1fg,available
331,0801NIC0804,Nicks Lake,-74.98994,43.67327,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Nicks%20Lake(0801NIC0804).html?csf=1&e=Xxz1fg,available
332,0801OTT0926,Otter Lake,-75.1146,43.5921,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Otter%20Lake(0801OTT0926).html?csf=1&e=Xxz1fg,available
333,0801PAY0620,Payne Lake,-75.29033,43.79532,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Payne%20Lake(0801PAY0620).html?csf=1&e=Xxz1fg,available
334,0801PLE0395,Pleasant Lake,-75.69781,43.93889,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Pleasant%20Lake(0801PLE0395).html?csf=1&e=Xxz1fg,available
335,0801RON0739,Lake Rondaxe,-74.9013,43.767,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Rondaxe(0801RON0739).html?csf=1&e=Xxz1fg,available
336,0801ROU0907,Round Pond,-75.14239,43.59707,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Round%20Pond(0801ROU0907).html?csf=1&e=Xxz1fg,available
338,0801SAN0436,Sand Pond,-75.16204,43.94972,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sand%20Pond(0801SAN0436).html?csf=1&e=Xxz1fg,available
339,0801SEC0782B,Fulton Second Lake,-74.9116,43.7212,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Fulton%20Second%20Lake(0801SEC0782B).html?csf=1&e=Xxz1fg,available
340,0801SEV0787A,Seventh Lake,-74.7519,43.7462,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Seventh%20Lake(0801SEV0787A).html?csf=1&e=Xxz1fg,available
341,0801SIX0787,Sixth Lake,-74.77357,43.74903,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sixth%20Lake(0801SIX0787).html?csf=1&e=Xxz1fg,available
342,0801SOF0434,Soft Maple Reservoir,-75.21268,43.91261,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Soft%20Maple%20Reservoir(0801SOF0434).html?csf=1&e=Xxz1fg,available
343,0801STI0493,Stillwater Reservoir,-75.02438,43.90192,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Stillwater%20Reservoir(0801STI0493).html?csf=1&e=Xxz1fg,available
344,0801UWB0599,Little Parsons Pond,-75.29468,43.75949,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Little%20Parsons%20Pond(0801UWB0599).html?csf=1&e=Xxz1fg,available
345,0801UWB0692,Long Lake,-75.28306,43.69379,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Long%20Lake(0801UWB0692).html?csf=1&e=Xxz1fg,available
346,0801UWB0782,Third Lake,-74.96792,43.71027,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Third%20Lake(0801UWB0782).html?csf=1&e=Xxz1fg,available
348,0801UWB5515,Enchanted Pond,-74.96596,43.72273,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Enchanted%20Pond(0801UWB5515).html?csf=1&e=Xxz1fg,available
350,0801UWB5614,Carbone Easement Pond,-75.23706,43.47426,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Carbone%20Easement%20Pond(0801UWB5614).html?csf=1&e=Xxz1fg,available
351,0801WHE5670,Whetstone Marsh Pond,-75.5092,43.683,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Whetstone%20Marsh%20Pond(0801WHE5670).html?csf=1&e=Xxz1fg,available
352,0801WOO0982,Woodhull Lake,-74.9847,43.592,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Woodhull%20Lake(0801WOO0982).html?csf=1&e=Xxz1fg,available
354,0902ALL5147,Allen Falls Reservoir,-74.84257,44.6361,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Allen%20Falls%20Reservoir(0902ALL5147).html?csf=1&e=Xxz1fg,available
355,0902BAR0262,Barnum Pond,-74.2595,44.46,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Barnum%20Pond(0902BAR0262).html?csf=1&e=Xxz1fg,available
356,0902BOY0085A,Boy Scout Clear Pond,-74.28438,44.58631,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Boy%20Scout%20Clear%20Pond(0902BOY0085A).html?csf=1&e=Xxz1fg,available
359,0902EAG0083,Eagle Pond,-74.2738,44.669,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Eagle%20Pond(0902EAG0083).html?csf=1&e=Xxz1fg,available
360,0902HOR0078,Horseshoe Pond,-74.2906,44.6697,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Horseshoe%20Pond(0902HOR0078).html?csf=1&e=Xxz1fg,available
361,0902IND0051,Indian Lake,-74.1348,44.7164,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Indian%20Lake(0902IND0051).html?csf=1&e=Xxz1fg,available
362,0902LAM5101,Lamica Lake,-74.30552,44.87749,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lamica%20Lake(0902LAM5101).html?csf=1&e=Xxz1fg,available
363,0902LCH0006,Lower Chateaugay Lake,-74.019,44.817,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lower%20Chateaugay%20Lake(0902LCH0006).html?csf=1&e=Xxz1fg,available
364,0902LSA0257A,Lower Saint Regis Lake,-74.2559,44.4294,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lower%20Saint%20Regis%20Lake(0902LSA0257A).html?csf=1&e=Xxz1fg,available
365,0902MOU0050,Mountain View Lake,-74.131,44.7012,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Mountain%20View%20Lake(0902MOU0050).html?csf=1&e=Xxz1fg,available
366,0902OSG0202,Osgood Pond,-74.232,44.4503,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Osgood%20Pond(0902OSG0202).html?csf=1&e=Xxz1fg,available
367,0902RIC0178,Rice Lake,-74.31789,44.51715,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Rice%20Lake(0902RIC0178).html?csf=1&e=Xxz1fg,available
368,0902SPI0264,Spitfire Lake,-74.2728,44.4164,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Spitfire%20Lake(0902SPI0264).html?csf=1&e=Xxz1fg,available
369,0902TIT0028,Lake Titus,-74.2822,44.7248,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Titus(0902TIT0028).html?csf=1&e=Xxz1fg,available
371,0902USA0265,Upper Saint Regis Lake,-74.2779,44.4075,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Upper%20Saint%20Regis%20Lake(0902USA0265).html?csf=1&e=Xxz1fg,available
372,0902WOL0065,Wolf Pond,-74.05734,44.65031,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Wolf%20Pond(0902WOL0065).html?csf=1&e=Xxz1fg,available
373,0903BLA0029A,Blake Falls Reservoir,-74.75842,44.47972,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Blake%20Falls%20Reservoir(0903BLA0029A).html?csf=1&e=Xxz1fg,available
374,0903EAG0080,Eagle Crag Lake,-74.6101,44.1738,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Eagle%20Crag%20Lake(0903EAG0080).html?csf=1&e=Xxz1fg,available
375,0903EAT0248,Lake Eaton,-74.466,43.978,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Eaton(0903EAT0248).html?csf=1&e=Xxz1fg,available
376,0903HIG0007,Higley Falls Reservoir,-74.9165,44.51962,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Higley%20Falls%20Reservoir(0903HIG0007).html?csf=1&e=Xxz1fg,available
377,0903HIT0144,Hitchins Pond,-74.62613,44.11511,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Hitchins%20Pond(0903HIT0144).html?csf=1&e=Xxz1fg,available
380,0903LTU0120,Little Tupper Lake,-74.6055,44.04105,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Little%20Tupper%20Lake(0903LTU0120).html?csf=1&e=Xxz1fg,available
381,0903LWO0095,Little Wolf Pond,-74.47609,44.25339,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Little%20Wolf%20Pond(0903LWO0095).html?csf=1&e=Xxz1fg,available
383,0903SIM0180,Simon Pond,-74.44072,44.19121,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Simon%20Pond(0903SIM0180).html?csf=1&e=Xxz1fg,available
384,0903STA0035B,Stark Falls Reservoir,-74.76209,44.45178,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Stark%20Falls%20Reservoir(0903STA0035B).html?csf=1&e=Xxz1fg,available
385,0904CED0290,Cedar Lake,-75.26248,44.34821,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Cedar%20Lake(0904CED0290).html?csf=1&e=Xxz1fg,available
386,0904COO0347,Cook Pond,-74.88798,44.2459,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Cook%20Pond(0904COO0347).html?csf=1&e=Xxz1fg,available
387,0904SIL0351,Silver Lake,-74.8266,44.2269,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Silver%20Lake(0904SIL0351).html?csf=1&e=Xxz1fg,available
388,0905MOO0071,Moon Lake,-75.73419,44.25425,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Moon%20Lake(0905MOO0071).html?csf=1&e=Xxz1fg,available
389,0905PAY0068,Payne Lake,-75.64981,44.27911,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Payne%20Lake(0905PAY0068).html?csf=1&e=Xxz1fg,available
390,0905SYL0088,Sylvia Lake,-75.41115,44.25181,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sylvia%20Lake(0905SYL0088).html?csf=1&e=Xxz1fg,available
391,0905YEL0069,Yellow Lake,-75.60775,44.31576,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Yellow%20Lake(0905YEL0069).html?csf=1&e=Xxz1fg,available
392,0906BLA0001,Black Lake,-75.59178,44.51575,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Black%20Lake(0906BLA0001).html?csf=1&e=Xxz1fg,available
393,0906BON0024,Lake Bonaparte,-75.3822,44.1475,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Bonaparte(0906BON0024).html?csf=1&e=Xxz1fg,available
394,0906BUT0054,Butterfield Lake,-75.7752,44.3165,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Butterfield%20Lake(0906BUT0054).html?csf=1&e=Xxz1fg,available
395,0906CLE0059,Clear Lake,-75.8325,44.27603,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Clear%20Lake(0906CLE0059).html?csf=1&e=Xxz1fg,available
396,0906GRA0051,Grass Lake,-75.7152,44.34,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Grass%20Lake(0906GRA0051).html?csf=1&e=Xxz1fg,available
397,0906MIL0055,Millsite Lake,-75.7675,44.2922,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Millsite%20Lake(0906MIL0055).html?csf=1&e=Xxz1fg,available
398,0906OTH0009,Lake of the Woods,-75.7278,44.3154,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20of%20the%20Woods(0906OTH0009).html?csf=1&e=Xxz1fg,available
399,0906PLE0006,Pleasant Lake,-75.60111,44.39377,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Pleasant%20Lake(0906PLE0006).html?csf=1&e=Xxz1fg,available
400,0906RED0010,Red Lake,-75.73636,44.26844,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Red%20Lake(0906RED0010).html?csf=1&e=Xxz1fg,available
401,0906SIX0056,Sixberry Lake,-75.775,44.2798,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Sixberry%20Lake(0906SIX0056).html?csf=1&e=Xxz1fg,available
405,1002CHA0020,Chazy Lake,-73.82186,44.74935,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Chazy%20Lake(1002CHA0020).html?csf=1&e=Xxz1fg,available
407,1003CLE0199,Lake Clear,-74.2523,44.3692,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Clear(1003CLE0199).html?csf=1&e=Xxz1fg,available
408,1003COL0106,Lake Colby,-74.14819,44.34589,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Colby(1003COL0106).html?csf=1&e=Xxz1fg,available
409,1003FLO0086,Lake Flower,-74.127,44.322,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Lake%20Flower(1003FLO0086).html?csf=1&e=Xxz1fg,available
410,1003FLO0142,Floodwood Pond,-74.3904,44.33174,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Floodwood%20Pond(1003FLO0142).html?csf=1&e=Xxz1fg,available
413,1003LON0149,Long Pond,-74.39112,44.35948,https://nysemail.sharepoint.com/:u:/r/sites/DEC/DOW/BWAM/LCI/Shared%20Documents/Lake.Reports/report_Long%20Pond(1003LON0149).html?csf=1&e=Xxz1fg,available
