OBJECTID_12,Join_Count,TARGET_FID,OBJECTID_1,OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Acres,Shape_Le_1,PERMIT_BAS,SUM_SHAPE_,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,SHAPE_AREA_1,Shape_Length,Shape_Area
400,1,399,659,12876,166173797,7/21/2008 0:00,2, , ,0.043,0,2.02E+12,390,39004,0,0.014060975,10.678923,0.014060974,1-Nov,2179631613,Upper Hudson Main Stem,11,Upper Hudson River Basin,1945891000,0.014060974,4.78438E-06
401,1,400,662,12893,132168585,7/3/2012 0:00,2,962403,Reservoir Number Three,0.10426758,37,2.0301E+12,390,39009,0,0.022268989,25.7509269,0.022268989,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.022268989,1.11504E-05
402,1,401,663,12897,132168398,9/25/2012 0:00,2,2125382,Hartsdale Lake,0.03161812,53,2.0301E+12,390,39009,0,0.008716301,7.808716299,0.008716302,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.008716302,3.38467E-06
403,1,402,664,12920,37096969,2/1/2007 0:00,2, , ,0.034,96.9,2.02001E+12,390,39009,0,0.010519368,8.471648717,0.010519367,13-04,501756945.8,Fishkill Creek,13,Lower Hudson River Basin,501756945.8,0.010519367,3.70962E-06
404,1,403,665,12929,152473504,2/1/2007 0:00,2, , ,0.028,0,2.02001E+12,390,39004,0,0.007851611,7.035689196,0.00785161,13-05,547901085.6,Wappinger Creek,13,Lower Hudson River Basin,547901085.6,0.00785161,3.08855E-06
405,1,404,668,12958,167100311,4/10/2009 0:00,2, , ,0.075,0,2.02E+12,390,39004,0,0.023617379,18.4349169,0.023617379,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.023617379,8.31651E-06
406,1,405,670,12963,167101784,4/10/2009 0:00,2, , ,0.044,0,2.02E+12,390,39004,0,0.017507432,10.8314753,0.017507432,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.017507432,4.90495E-06
407,1,406,672,13024,52851461,5/28/2015 0:00,2, , ,0.30027214,1.5,2.02001E+12,390,39009,0,0.052577726,74.1579114,0.052577733,13-01,6487088500,Lower Hudson Main Stem,13,Lower Hudson River Basin,3503032916,0.052577733,3.27673E-05
408,1,407,674,13036,89363445,4/10/2009 0:00,2, , ,0.115,328,2.02E+12,390,39009,0,0.041654254,28.4151443,0.041654251,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.041654251,1.28832E-05
409,1,408,675,13057,55493685,8/22/2012 0:00,2, , ,0.06866708,191.13,2.0301E+12,390,39011,0,0.012056587,16.9588274,0.012056588,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.012056588,7.40163E-06
410,1,409,677,13061,37098353,8/20/2008 0:00,2, , ,0.033,94.5,2.02001E+12,390,39009,0,0.007694615,8.25509324,0.007694614,13-04,501756945.8,Fishkill Creek,13,Lower Hudson River Basin,501756945.8,0.007694614,3.6083E-06
411,1,410,678,13078,147871163,10/2/2008 0:00,2, , ,0.027,0,2.02001E+12,390,39004,0,0.010406772,6.62269343,0.010406772,13-05,547901085.6,Wappinger Creek,13,Lower Hudson River Basin,547901085.6,0.010406772,2.90771E-06
412,1,411,679,13089,52851009,11/4/2007 0:00,2, , ,0.048,3,2.02001E+12,390,39009,0,0.009787699,11.7824302,0.009787699,13-01,6487088500,Lower Hudson Main Stem,13,Lower Hudson River Basin,3503032916,0.009787699,5.208E-06
413,1,412,680,13090,52850659,8/23/2002 0:00,2, , ,0.032,1.5,2.02001E+12,390,39009,0,0.011921527,7.797402549,0.011921525,13-01,6487088500,Lower Hudson Main Stem,13,Lower Hudson River Basin,3503032916,0.011921525,3.44778E-06
414,1,413,683,13158,165902453,12/10/2011 0:00,2, , ,0.08,0,4.15041E+12,390,39004,0,0.028146298,19.7749971,0.028146297,6-Oct,604329597.7,Lake George,10,Lake Champlain River Basin,604329597.7,0.028146297,8.89452E-06
415,1,414,684,13166,167100301,4/10/2009 0:00,2, , ,0.031,0,2.02E+12,390,39004,0,0.016820135,7.666821252,0.016820137,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.016820137,3.48452E-06
416,1,415,689,13226,167100769,4/10/2009 0:00,2, , ,0.028,0,2.02E+12,390,39004,0,0.011170247,7.029864073,0.011170246,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.011170246,3.18962E-06
417,1,416,690,13231,115353573,12/10/2011 0:00,2, , ,0.033,373,4.1504E+12,390,39009,0,0.011385003,8.181643838,0.011385003,4-Oct,2407539324,Ausable-Bouquet Rivers,10,Lake Champlain River Basin,2407539324,0.011385003,3.74784E-06
418,1,417,692,13254,{16dcba95-5b1f-4a6e-ae18-7dcd95206c7f},8/22/2012 0:00,2, , ,0.02800608,117.71,2.0301E+12,390,39011,0,0.008201271,6.916859737,0.008201273,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.008201273,3.01194E-06
419,1,418,696,13293,167100768,4/10/2009 0:00,2, , ,0.057,0,2.02E+12,390,39004,0,0.021870563,14.1992329,0.021870564,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.021870564,6.44199E-06
420,1,419,697,13325,122243215,10/6/2010 0:00,2, , ,0.033,0,1.10001E+12,390,39004,0,0.013824196,8.147036261,0.013824194,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.013824194,3.5382E-06
421,1,420,700,13346,55501053,8/22/2012 0:00,2, , ,0.04742802,238.51,2.0301E+12,390,39011,0,0.010606061,11.7137198,0.010606058,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.010606058,5.11463E-06
422,1,421,701,13348,{01457524-0329-4989-96c8-6695e3e55dc5},8/22/2012 0:00,2,965799,South Lake,0.03146659,240.71,2.0301E+12,390,39011,0,0.011646658,7.771569519,0.011646655,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.011646655,3.39356E-06
423,1,422,702,13380,53545651,7/14/2009 0:00,2, , ,0.067,4.6,2.02E+12,390,39009,0,0.014977141,16.4532397,0.014977142,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.014977142,7.3256E-06
424,1,423,703,13381,53545515,8/28/2002 0:00,2, , ,0.029,41.1,2.02E+12,390,39009,0,0.008735336,7.180774309,0.008735336,1-Dec,4770324841,Mohawk River Main Stem,12,Mohawk River Basin,4770324841,0.008735336,3.19879E-06
425,1,424,704,13428,148601899,5/23/2006 0:00,2, , ,0.15,0,2.02001E+12,390,39004,0,0.020029247,37.0192551,0.020029247,13-04,501756945.8,Fishkill Creek,13,Lower Hudson River Basin,501756945.8,0.020029247,1.62158E-05
426,1,425,707,13470,92083697,12/10/2011 0:00,2, , ,0.057,251.5,4.15041E+12,390,39009,0,0.020424814,14.1491912,0.020424814,6-Oct,604329597.7,Lake George,10,Lake Champlain River Basin,604329597.7,0.020424814,6.38125E-06
427,1,426,710,13515,{67592e7c-e681-4773-86c7-32370b045fc0},8/22/2012 0:00,2, , ,0.02778649,94.01,2.0301E+12,390,39011,0,0.008451146,6.862775185,0.008451146,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.008451146,2.98402E-06
428,1,427,712,13527,b079d9cd-efed-48c7-9dc9-0281a1cc180a,12/15/2011 0:00,2, , ,0.031,0,1.10001E+12,390,39000,0,0.010411964,7.563422178,0.010411963,16-01,1540101934,Housetonic,16,Housatonic River Basin,565685916.4,0.010411963,3.31467E-06
429,1,428,714,13544,52850113,8/23/2002 0:00,2, , ,0.046,83.8,2.02001E+12,390,39009,0,0.012977544,11.2414617,0.012977542,13-10,1342876652,Kinderhook Creek,13,Lower Hudson River Basin,1286631313,0.012977542,4.97292E-06
430,1,429,715,13546,52850185,11/4/2007 0:00,2, , ,0.041,0,2.02001E+12,390,39004,0,0.013038934,10.0052423,0.013038934,13-10,1342876652,Kinderhook Creek,13,Lower Hudson River Basin,1286631313,0.013038934,4.42575E-06
431,1,430,719,13585,139735970,9/7/2005 0:00,2, , ,0.073,0,2.0302E+12,390,39001,0,0.012548667,18.0363284,0.012548666,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.012548666,7.78503E-06
432,1,431,720,13617,166412806,8/20/2008 0:00,2, , ,0.036,0,2.02001E+12,390,39004,0,0.008659141,8.954602809,0.008659142,13-04,501756945.8,Fishkill Creek,13,Lower Hudson River Basin,501756945.8,0.008659142,3.91465E-06
433,1,432,721,13630,52854799,11/4/2007 0:00,2, , ,0.029,0,2.02001E+12,390,39004,0,0.007652227,7.273799606,0.007652227,13-08,596029146.2,Roeliff-Jensen Kill,13,Lower Hudson River Basin,555891159.8,0.007652227,3.20094E-06
434,1,433,722,13651,52844303,11/4/2007 0:00,2, , ,0.029,120.4,2.02001E+12,390,39009,0,0.008480784,7.049962011,0.008480785,13-01,6487088500,Lower Hudson Main Stem,13,Lower Hudson River Basin,3503032916,0.008480785,3.13792E-06
435,1,434,724,13670,167100761,4/10/2009 0:00,2, , ,0.067,0,2.02E+12,390,39004,0,0.028745685,16.5671105,0.028745687,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.028745687,7.51594E-06
436,1,435,726,13672,115353641,12/10/2011 0:00,2, , ,0.036,255,4.1504E+12,390,39009,0,0.012228232,8.782518996,0.012228231,4-Oct,2407539324,Ausable-Bouquet Rivers,10,Lake Champlain River Basin,2407539324,0.012228231,4.01679E-06
437,1,436,727,13683,139736617,9/7/2005 0:00,2, , ,0.077,10.7,2.0302E+12,390,39009,0,0.013782645,19.1104248,0.013782646,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.013782646,8.2431E-06
438,1,437,729,13721,122980066,12/15/2011 0:00,2, , ,0.046,0,1.10001E+12,390,39004,0,0.010834063,11.4275932,0.010834063,16-01,1540101934,Housetonic,16,Housatonic River Basin,565685916.4,0.010834063,5.00322E-06
439,1,438,730,13754,89362519,4/10/2009 0:00,2,944280,Bloody Pond,0.028,0,2.02E+12,390,39004,0,0.01309166,6.853521095,0.013091658,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.013091658,3.11307E-06
440,1,439,733,13834,167100477,4/10/2009 0:00,2, , ,0.064,0,2.02E+12,390,39004,0,0.02689698,15.7007524,0.026896975,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.026896975,7.13996E-06
441,1,440,734,13867,122235806,10/6/2010 0:00,2, , ,0.032,0,1.10001E+12,390,39004,0,0.008502174,7.800300793,0.008502173,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.008502173,3.3891E-06
442,1,441,735,13871,{dfe485f8-5659-469b-bf8f-c40e2ae0ecea},8/22/2012 0:00,2, , ,0.06681286,136.27,2.0301E+12,390,39011,0,0.022604102,16.5022137,0.022604101,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.022604101,7.17193E-06
443,1,442,736,13895,52853561,11/4/2007 0:00,2, , ,0.061,205.7,2.02001E+12,390,39009,0,0.01516378,15.1078881,0.01516378,13-10,1342876652,Kinderhook Creek,13,Lower Hudson River Basin,1286631313,0.01516378,6.6608E-06
444,1,443,737,13921,167100585,4/10/2009 0:00,2, , ,0.034,0,2.02E+12,390,39004,0,0.028801739,8.463677458,0.028801743,4-Nov,7035993540,Headwaters,11,Upper Hudson River Basin,7035993540,0.028801743,3.84334E-06
445,1,444,739,13969,{3daa34af-deee-4693-a751-fa5953a6ed6e},8/22/2012 0:00,2, , ,0.04200623,0,2.0301E+12,390,39000,0,0.011592124,10.3751917,0.011592124,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.011592124,4.50944E-06
446,1,445,740,13980,55484073,8/22/2012 0:00,2, , ,0.03371412,221.4,2.0301E+12,390,39011,0,0.008015675,8.327097653,0.008015676,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.008015676,3.63387E-06
447,1,446,741,13981,{4da70eea-b08b-4e85-baeb-fa3996b89f93},8/22/2012 0:00,2, , ,0.03141366,0,2.0301E+12,390,39000,0,0.007925578,7.758926462,0.007925576,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.007925576,3.38558E-06
448,1,447,742,13982,{d636c235-489c-4080-9ad0-30eaa17e693f},8/22/2012 0:00,2, , ,0.04535057,0,2.0301E+12,390,39000,0,0.014062299,11.201222,0.014062294,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.014062294,4.89125E-06
449,1,448,743,13985,122950913,12/15/2011 0:00,2, , ,0.027,0,1.10001E+12,390,39004,0,0.00935629,6.581308358,0.009356291,16-01,1540101934,Housetonic,16,Housatonic River Basin,565685916.4,0.009356291,2.87975E-06
450,1,449,744,14001,52846563,11/4/2007 0:00,2, , ,0.04,0,2.02001E+12,390,39004,0,0.011334465,9.90349367,0.011334464,13-10,1342876652,Kinderhook Creek,13,Lower Hudson River Basin,1286631313,0.011334464,4.39598E-06
451,1,450,745,14013,50521153,7/21/2008 0:00,2, , ,0.108,0,2.02E+12,390,39004,0,0.03095339,26.7308836,0.030953389,1-Nov,2179631613,Upper Hudson Main Stem,11,Upper Hudson River Basin,1945891000,0.030953389,1.19876E-05
452,1,451,750,14031,92081835,12/10/2011 0:00,2, , ,0.042,235,4.15041E+12,390,39009,0,0.016863856,10.3898859,0.016863857,4-Oct,2407539324,Ausable-Bouquet Rivers,10,Lake Champlain River Basin,2407539324,0.016863857,4.75232E-06
453,1,452,752,14091,55498061,8/22/2012 0:00,2, , ,0.02879588,144.88,2.0301E+12,390,39011,0,0.007944832,7.11239306,0.007944832,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.007944832,3.09761E-06
454,1,453,753,14096,122969019,12/15/2011 0:00,2,960008,Pawling Reservoir,0.028,0,1.10001E+12,390,39004,0,0.007277944,6.798139261,0.007277944,16-01,1540101934,Housetonic,16,Housatonic River Basin,565685916.4,0.007277944,2.97145E-06
455,1,454,756,14166,122950955,12/15/2011 0:00,2, , ,0.036,0,1.10001E+12,390,39004,0,0.014973589,8.948545302,0.01497359,16-01,1540101934,Housetonic,16,Housatonic River Basin,565685916.4,0.01497359,3.91488E-06
456,1,455,757,14188,52844969,11/4/2007 0:00,2, , ,0.036,163.1,2.02001E+12,390,39009,0,0.009398431,8.802685204,0.009398432,13-01,6487088500,Lower Hudson Main Stem,13,Lower Hudson River Basin,3503032916,0.009398432,3.9144E-06
457,1,456,758,14190,166173596,7/21/2008 0:00,2, , ,0.065,0,2.02E+12,390,39004,0,0.015763533,15.9867334,0.015763533,2-Nov,1106600345,Hoosick,11,Upper Hudson River Basin,871459229.6,0.015763533,7.12091E-06
458,1,457,760,14240,122234968,10/6/2010 0:00,2, , ,0.295,0,1.10001E+12,390,39004,0,0.051988713,72.9094181,0.051988712,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.051988712,3.16977E-05
459,1,458,761,14252,55483815,8/22/2012 0:00,2,956010,Lost Lake,0.14126505,140.86,2.0301E+12,390,39011,0,0.030923782,34.8920897,0.030923782,13-02,986221700.4,Croton,13,Lower Hudson River Basin,931663451.1,0.030923782,1.52233E-05
460,1,459,764,14278,166173650,7/21/2008 0:00,2, , ,0.036,0,2.02E+12,390,39004,0,0.009867426,8.845291508,0.009867427,1-Nov,2179631613,Upper Hudson Main Stem,11,Upper Hudson River Basin,1945891000,0.009867427,3.95286E-06
461,1,460,771,14624,165902501,12/10/2011 0:00,2, , ,0.065,0,4.15041E+12,390,39004,0,0.014940772,15.9726053,0.014940776,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.014940776,7.20692E-06
462,1,461,772,14625,165902438,12/10/2011 0:00,2, , ,0.065,0,4.15041E+12,390,39004,0,0.014628509,15.990285,0.014628513,6-Oct,604329597.7,Lake George,10,Lake Champlain River Basin,604329597.7,0.014628513,7.21899E-06
463,1,462,773,14654,133271910,3/24/2005 0:00,2, , ,0.037,12.2,2.0302E+12,390,39009,0,0.01339988,9.184535398,0.01339988,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.01339988,3.97063E-06
464,1,463,774,14739,165902564,12/10/2011 0:00,2, , ,0.034,0,4.15041E+12,390,39004,0,0.011655117,8.515955453,0.011655117,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.011655117,3.84899E-06
465,1,464,777,14904,165902523,12/10/2011 0:00,2, , ,0.04,0,4.15041E+12,390,39004,0,0.010481747,9.864133605,0.010481747,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.010481747,4.45096E-06
466,1,465,778,14906,92083543,12/10/2011 0:00,2, , ,0.033,0,4.15041E+12,390,39004,0,0.013297159,8.155898864,0.013297159,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.013297159,3.68075E-06
467,1,466,779,14907,165902536,12/10/2011 0:00,2, , ,0.032,0,4.15041E+12,390,39004,0,0.01342169,7.907878252,0.01342169,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.01342169,3.5718E-06
468,1,467,783,15098,133271500,3/24/2005 0:00,2, , ,0.029,0,2.0302E+12,390,39004,0,0.008886431,7.284604586,0.00888643,17-02,5331484361,Long Island Sound,17,Atlantic Ocean-Long Island Sound,1356558744,0.00888643,3.15274E-06
469,1,468,784,15165,50521755,7/21/2008 0:00,2,948126,Dead Lake,0.043,164,2.02E+12,390,39009,0,0.008555748,10.6978729,0.00855575,2-Nov,1106600345,Hoosick,11,Upper Hudson River Basin,871459229.6,0.00855575,4.78851E-06
470,1,469,787,15343,166409075,12/10/2011 0:00,2, , ,0.059,0,4.1504E+12,390,39004,0,0.014794117,14.4757631,0.014794116,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.014794116,6.51269E-06
471,1,470,789,15633,52532749,12/10/2011 0:00,2,951118,Gillespie Pond,0.029,164,4.1504E+12,390,39009,0,0.008274355,7.156413909,0.008274354,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.008274354,3.22133E-06
472,1,471,790,15756,166409058,12/10/2011 0:00,2, , ,0.065,0,4.1504E+12,390,39004,0,0.022584684,16.1107339,0.022584685,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.022584685,7.25621E-06
473,1,472,791,15757,166409021,12/10/2011 0:00,2, , ,0.049,0,4.1504E+12,390,39004,0,0.011974613,12.0032386,0.011974613,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.011974613,5.41213E-06
474,1,473,792,16010,{08252D41-1744-402C-A5C9-961E679A4647},12/10/2011 0:00,2, , ,0.033,0,4.1504E+12,390,39004,0,0.011494893,8.246468914,0.011494892,5-Oct,2404111419,Lake Champlain South,10,Lake Champlain River Basin,1662250101,0.011494892,3.71313E-06
475,1,474,793,16425,139733719,9/7/2005 0:00,2, , ,0.043,0,2.0302E+12,436,43612,0,0.010661271,10.6898437,0.01066127,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.01066127,4.61456E-06
477,1,476,796,17479,139726774,9/7/2005 0:00,2, , ,0.049,0,2.0302E+12,390,39004,0,0.012389872,12.177698,0.012389873,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.012389873,5.26629E-06
478,1,477,799,17497,139727170,9/7/2005 0:00,2,943463,Beaverdam Pond,0.036,0,2.0302E+12,390,39004,0,0.013714571,8.903486034,0.013714569,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.013714569,3.8456E-06
479,1,478,800,17529,139725835,9/7/2005 0:00,2, , ,0.031,0,2.0302E+12,390,39004,0,0.011251682,7.542405931,0.01125168,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.01125168,3.26473E-06
480,1,479,802,17600,139725861,9/7/2005 0:00,2,949811,Fairfield Pond,0.033,1.5,2.0302E+12,390,39009,0,0.008372246,8.104764898,0.008372247,17-01,4442172011,Atlantic Ocean,17,Atlantic Ocean-Long Island Sound,2811629031,0.008372247,3.50424E-06
481,1,480,811,17647,131860494,8/4/2009 0:00,2,951541,Grass Lake,1.381,98.1,4.1503E+12,390,39009,0,0.133261584,340.939243,0.13326158,6-Sep,1455824460,Indian River,9,St. Lawrence River Basin,1455824460,0.13326158,0.000155803
482,1,481,813,17653,61783937,12/6/2012 0:00,2,951216,Glenmere Lake,1.36415918,532,2.02001E+12,390,39009,0,0.190414191,336.847142,0.190414186,13-06,2711385780,Roundout-Wallkill,13,Lower Hudson River Basin,2535886744,0.190414186,0.000146717
484,1,483,838,18715,7d6650ba-706e-4ddb-99ce-b9bf18c0191b,2/23/2011 0:00,2, , ,0.087,0,5.01E+12,390,39000,0,0.013199152,21.5184588,0.013199152,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.013199152,9.45564E-06
485,1,484,839,18744,129447039,8/22/2016 0:00,2, , ,0.03436199,0,4.1201E+12,390,39004,0,0.009455629,8.513991415,0.009455628,5-Jan,870156003.7,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,792587788.6,0.009455628,3.74559E-06
486,1,485,841,18803,129445886,10/19/2010 0:00,2, , ,0.03,0,5.01E+12,390,39004,0,0.009717711,7.541035359,0.009717712,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.009717712,3.31212E-06
487,1,486,842,18827,129442036,10/19/2010 0:00,2, , ,0.223,0,5.01E+12,390,39001,0,0.022491813,55.3658284,0.022491812,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.022491812,2.43334E-05
488,1,487,843,18838,112382131,10/19/2010 0:00,2, , ,0.077,0,5.01E+12,390,39004,0,0.016437175,18.9645671,0.016437175,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.016437175,8.32261E-06
489,1,488,844,18850,129443876,10/19/2010 0:00,2, , ,0.03,0,5.01E+12,390,39004,0,0.012242113,7.439221889,0.012242113,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.012242113,3.28113E-06
490,1,489,845,18855,129442624,10/19/2010 0:00,2, , ,0.055,0,5.01E+12,390,39004,0,0.009622162,13.6500102,0.009622161,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.009622161,6.01053E-06
491,1,490,846,18922,129447774,10/19/2010 0:00,2, , ,0.033,0,5.01E+12,390,39004,0,0.024080567,8.092066985,0.024080567,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.024080567,3.56855E-06
492,1,491,847,19029,129444233,10/19/2010 0:00,2, , ,0.029,0,5.01E+12,390,39004,0,0.008181238,7.212329802,0.008181237,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.008181237,3.17063E-06
493,1,492,848,19122,129447746,11/19/2004 0:00,2, , ,0.036,0,5.01E+12,390,39004,0,0.01221525,8.81789875,0.012215249,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.012215249,3.89323E-06
494,1,493,849,19219,129443293,10/19/2010 0:00,2, , ,0.034,0,5.01E+12,390,39004,0,0.010213843,8.483578764,0.010213842,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.010213842,3.74699E-06
495,1,494,850,19222,166450908,10/27/2008 0:00,2, , ,0.051,0,4.1201E+12,390,39004,0,0.014481927,12.5701932,0.014481928,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.014481928,5.55633E-06
496,1,495,851,19237,158715135,12/14/2009 0:00,2, , ,0.029,0,4.1201E+12,390,39004,0,0.007665948,7.285905467,0.007665948,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.007665948,3.23164E-06
497,1,496,852,19241,112381775,10/19/2010 0:00,2, , ,0.198,0,5.01E+12,390,39004,0,0.033581716,49.0735013,0.033581716,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.033581716,2.1555E-05
498,1,497,853,19255,129447829,10/19/2010 0:00,2,966432,Stillson Pond,0.058,0,5.01E+12,390,39004,0,0.016094277,14.288664,0.016094278,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.016094278,6.28855E-06
499,1,498,854,19272,129447849,5/4/2011 0:00,2, , ,0.029,0,5.01E+12,390,39004,0,0.008091825,7.269747718,0.008091825,2-Feb,2918385227,Conewango Creek,2,Allegheny River Basin,2460241311,0.008091825,3.19791E-06
500,1,499,856,19301,124618244,2/7/2008 0:00,2, , ,0.033,165.5,4.13E+12,390,39009,0,0.011169973,8.135142179,0.011169974,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.011169974,3.63868E-06
501,1,500,857,19357,108915029,12/8/2007 0:00,2, , ,0.033,0,4.1201E+12,390,39004,0,0.010276833,8.205758274,0.010276832,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.010276832,3.65119E-06
502,1,501,859,19426,87214914,10/27/2008 0:00,2, , ,0.05,405.4,4.1201E+12,390,39009,0,0.015948313,12.261907,0.015948313,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.015948313,5.41372E-06
503,1,502,860,19440,166436936,9/25/2008 0:00,2, , ,0.14,0,4.1201E+12,390,39004,0,0.027359868,34.7646046,0.027359868,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.027359868,1.55107E-05
504,1,503,861,19450,166450956,10/27/2008 0:00,2, , ,0.116,0,4.1201E+12,390,39004,0,0.04594536,28.7678806,0.04594536,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.04594536,1.27113E-05
505,1,504,862,19461,118018351,9/25/2008 0:00,2, , ,0.175,175.3,4.1201E+12,390,39009,0,0.034338056,43.3951803,0.034338055,2-Jan,1655721516,Tonawanda Creek,1,Lake Erie-Niagara River Basin,1655670322,0.034338055,1.93581E-05
506,1,505,863,19539,87214814,10/27/2008 0:00,2, , ,0.072,524.3,4.1201E+12,390,39009,0,0.012119221,17.7811737,0.012119222,4-Jan,2176121217,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,2175571563,0.012119222,7.853E-06
507,1,506,864,19587,124617458,9/9/2004 0:00,2, , ,0.026,109.4,4.13E+12,390,39009,0,0.019597129,6.51325757,0.01959713,1-Mar,2680309911,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs.,2679860267,0.01959713,2.91656E-06
508,1,507,866,19673,112381641,10/19/2010 0:00,2, , ,0.052,0,5.01E+12,390,39004,0,0.009714265,12.8896151,0.009714266,1-Feb,3066181387,Allegheny River Main Stem & Tribs.,2,Allegheny River Basin,2530998688,0.009714266,5.66251E-06
509,1,508,867,19716,108914617,7/7/2008 0:00,2, , ,0.043,0,4.1201E+12,390,39004,0,0.008640116,10.5517202,0.008640114,3-Jan,1134261798,Buffalo River,1,Lake Erie-Niagara River Basin,1133202362,0.008640114,4.7011E-06
